Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,gene_number,db
Ubiquitin-Protein Transferase Activity (GO:0004842),29/412,0.042620036089142534,1.9367168430338222,12.902385728942747,LTN1;DTX2;BRCA1;UBE3B;ZNRF1;RNF115;RNF214;RNF215;HLTF;MARCHF8;TRIM26;ARIH1;BTRC;RNF111;UBE2H;HACE1;RING1;UBE2B;FBXW11;CHFR;ITCH;TTC3;MDM2;ERCC8;BCOR;RNF185;DZIP3;TRIM33;RNF121,Strap,766,GO_Molecular_Function_2023
Endonuclease Activity (GO:0004519),8/58,0.04912379054485126,4.049393139841689,26.140578837179685,MUS81;NTHL1;PNKP;AGO2;PMS2;DICER1;N4BP2;ANKZF1,Strap,766,GO_Molecular_Function_2023
DNA Damage Response (GO:0006974),37/384,7.433461889250281e-4,2.762534441795836,41.72086804918898,MUS81;ATF2;STXBP4;FMR1;PNKP;HTRA2;CIB1;SMC6;BRCA1;ENDOV;HPF1;RBBP5;CHEK2;HLTF;TLK2;RBBP8;KMT5B;NAE1;BID;MAP2K6;CBX5;UBE2B;NCOA6;USP3;XRCC3;ATRX;RECQL;GTF2H1;VRK1;USP28;FOXP1;IRF3;MSH3;TIMELESS;ERCC8;CEP63;RAD18,Strap,766,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),30/288,8.176303011262643e-4,2.9979777553083924,42.35348856703398,MUS81;FMR1;PNKP;BRCA1;ENDOV;HPF1;NTHL1;HLTF;RBBP8;SMARCAD1;KMT5B;POLE;POLG;CTC1;TOP3B;TCF7L2;UBE2B;USP3;ACTR5;XRCC3;ATRX;RECQL;REV1;DONSON;GTF2H1;LRWD1;RAD52;MSH3;TIMELESS;RAD18,Strap,766,GO_Biological_Process_2023
DNA Repair (GO:0006281),30/291,8.176303011262643e-4,2.9630497251374313,41.21165911998274,MUS81;FMR1;PNKP;CIB1;BRCA1;ENDOV;HPF1;NTHL1;CHEK2;HLTF;RBBP8;PMS2;KMT5B;POLE;UBE2B;USP3;ACTR5;XRCC3;ATRX;RECQL;GTF2H1;MLH1;FANCE;APTX;RAD52;MSH3;TIMELESS;ERCC8;RAD18;RHNO1,Strap,766,GO_Biological_Process_2023
Regulation Of Histone Modification (GO:0031056),7/18,0.0017405077345002025,16.117020002395495,207.35067999893607,FLCN;HPF1;TADA2A;ZZZ3;NFYC;TADA3;KAT14,Strap,766,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),23/228,0.012771220096583692,2.8734333453697927,30.59965962730098,KDM5A;SS18;PBRM1;CHTOP;KDM5C;USP15;BRPF1;RING1;KDM2B;PHF10;USP3;ACTR5;ATRX;BAZ2B;ARID1A;SIRT2;CECR2;HPF1;TADA2A;MTF2;SMARCAD1;BCOR;MTA3,Strap,766,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),25/268,0.01798189838086427,2.6367160382754924,26.695879492099674,KDM5A;NAA60;KDM5C;HDAC10;BAZ2B;CECR2;SMARCAD1;MTA3;SS18;PBRM1;CHTOP;BRPF1;CBX5;RING1;KDM2B;PHF10;ACTR5;ATRX;LRWD1;ARID1A;TADA2A;ZZZ3;NASP;MTF2;BCOR,Strap,766,GO_Biological_Process_2023
Organelle Assembly (GO:0070925),28/322,0.019268022039234205,2.444186346625371,24.200959542467867,FMR1;DYNLT2B;CEP164;AMBRA1;CDC14B;FXR1;AP3M1;AP1G1;NEK1;IFT57;ATG5;RAB8B;PLK4;IQCB1;ATG3;YTHDF3;IST1;SEPTIN6;IFT122;STAM;ATG13;ATAT1;NSFL1C;IFT81;TMEM237;CHMP2A;CILK1;CEP89,Strap,766,GO_Biological_Process_2023
Protein Phosphorylation (GO:0006468),37/500,0.03677572062930293,2.057693162324792,18.76928021048779,ATF2;APP;PRKAA1;USP15;CCNT1;STK19;CHEK2;STK16;TLK2;NEK1;TLK1;ERC1;MAP4K5;MARK3;MARK2;PLK4;MAP3K3;TGFB1;TBP;CHUK;STRADA;LIMK2;CDC7;VRK1;ATG13;PRKAB1;CLK4;PTK2;SRPK1;CLK2;ILF3;MELK;CREB1;TAF8;CSNK1G2;CILK1;TAF2,Strap,766,GO_Biological_Process_2023
Positive Regulation Of Cell Cycle Process (GO:0090068),14/118,0.04613590724838733,3.4244578559738135,29.72936254416108,PLK4;XRCC3;ATRX;CDC7;SMC6;SIRT2;CDC14B;NSFL1C;DBF4;PKP4;NCAPD3;ECT2;RAD18;RHNO1,Strap,766,GO_Biological_Process_2023
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),5/15,0.04613590724838733,12.630749014454665,109.10109977360568,FXR1;FMR1;PUM1;PUM2;EIF4G1,Strap,766,GO_Biological_Process_2023
Positive Regulation Of Protein Metabolic Process (GO:0051247),19/196,0.04613590724838733,2.7385095939312807,23.330597067771432,APP;TGFB1;YTHDF3;TIPARP;FBXW11;IST1;POLDIP3;FMR1;UPF3B;LARP4B;OAZ2;FXR1;ASPH;AGO2;METTL5;BTRC;EIF4G3;MAP2K5;EIF4G1,Strap,766,GO_Biological_Process_2023
Protein Modification Process (GO:0036211),47/711,0.04613590724838733,1.8281540627042243,15.519742386969108,APP;PRKAA1;PIGT;CCNT1;PPM1M;STK19;CDC14B;CHEK2;TLK2;NEK1;TLK1;BTRC;MAP4K5;MARK3;MARK2;ATG5;ILKAP;B3GALNT2;PLK4;PTPN1;ATE1;TGFB1;TBP;CHUK;STRADA;FBXW11;LIMK2;FN1;ALG3;VRK1;ATG13;PRKAB1;PTK2;SUMF1;SRPK1;CLK2;ILF3;PPM1B;MELK;CREB1;CTDSP2;MGAT4B;UBA3;TAF8;CSNK1G2;CILK1;TAF2,Strap,766,GO_Biological_Process_2023
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637),4/9,0.047747447353467525,20.18792650918635,169.07226958839232,FXR1;FMR1;PUM1;PUM2,Strap,766,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),299/5175,7.554407910827241e-14,1.8853177649387904,67.49684337212894,ATF2;VPS29;TFRC;HDAC10;EHMT2;ITSN1;THYN1;ENO1;SMC6;RBPJ;GABPB1;CHEK2;BBX;ANKFY1;UBAP2L;RNF111;ESCO1;SLC35C2;RECQL;HNF1B;DICER1;ARMC8;RFX1;PRKAB1;NISCH;BIN1;RRAGB;PREB;RHNO1;LLGL2;ILRUN;PDXDC1;BAZ2B;OAZ2;OSGEP;FXR1;DHX30;NTHL1;DPH3;HLTF;RAB11FIP3;KAT14;TRMT1L;RBM10;N4BP1;LHPP;VTI1B;CTC1;HACE1;TIPARP;XRCC3;INTS2;NFATC3;UPF3B;TMEM192;CDC7;STAM;PTK2;WAPL;SRPK1;MLLT10;STAG1;TADA2A;FUBP3;GOLGB1;AGO2;PPT1;RNPS1;PKIG;RAD18;RPS24;CEP57;RPAIN;SETD5;SETD6;ZBTB8OS;MIA3;BRCA1;OSBPL11;PHF6;N4BP2L2;MED14;ZMYM2;ARIH1;APPL1;TOP3B;SS18;BRD1;PBRM1;RING1;NCOA6;STRADA;PABPC4;ACAD9;AEN;SIRT2;MED22;AFTPH;NCOR1;CTTN;SLTM;MTF2;G2E3;ALDOA;AKAP8;GGA1;NSD1;HSF1;USP1;PMS2;METTL5;MARCHF7;TBL1X;APBB3;SRSF11;NKTR;BRD4;CENPU;MYEF2;NFYC;MLH1;APTX;SEC23IP;ITCH;TFAP4;CENPH;SNX15;TRMT6;TTC3;HNRNPA2B1;EEF1AKMT2;N6AMT1;MTCH2;MIDN;CCNT1;FMR1;GEMIN2;CTNND1;INPPL1;UBP1;STK19;CIB1;VIRMA;CDC14B;MPC2;NEK1;SMARCAD1;KMT5B;MTPAP;NEPRO;FADS1;GTF2I;TLE1;BORA;KDM2B;IST1;FBXW11;USP3;VRK1;CFAP410;THOC7;FOXP1;CLIP1;ILF3;DMTF1;MSH3;TIMELESS;PKP4;GEMIN8;CSNK1G2;ZCCHC8;ANKRD16;PSMD14;TCF7;HTRA2;SBNO1;SAFB2;TBC1D14;RPRD1B;NAE1;ECT2;CHTOP;CPSF7;UBE2H;ANKRD27;BRPF1;CBX5;TGFB1;UBE2B;BRPF3;PHF12;RFXANK;MACO1;FANCE;CLK4;LSM2;CLK2;NSFL1C;DAB2;LSM6;P4HA1;NASP;CNOT2;TADA3;MDM2;UBA3;EIF4G1;MDM1;KDM5A;MUS81;KDM5C;AKAP8L;CEP164;UFSP2;PIK3C2A;YBX3;RESF1;SENP6;FLCN;HPF1;AP1G1;SIN3A;TLK2;TLK1;DNM1L;GUSB;TNPO2;POLE;ILKAP;POLG;EIF5A;TBP;ACTR6;ACTR5;AKTIP;DNMT3A;ATRX;TRNAU1AP;ARID1A;MSL1;PPM1B;PKM;CREB1;TFDP2;IRF3;THRAP3;ESRP1;DNAJC5;DNAJC8;ITGB3BP;RBMS2;CILK1;LAMA5;PRKAA1;KDM3A;USP15;PPM1M;WBP2;POLDIP3;PNKP;AMBRA1;MLLT3;UACA;CECR2;ZNRF1;RBBP5;NRIP1;FAM120A;RBBP8;RALY;E2F6;MTA3;ATF7IP;TCF7L2;ATE1;SWT1;LIMK2;DONSON;LRWD1;MCOLN1;USP28;CHFR;U2SURP;RAD52;MYO1C;DOLPP1;BRMS1L;TAF8;ERCC8;ACIN1;NAA16;QRICH1;BCOR;SPG21;TRIM33;TNRC6A;PFKP;TAF2;SSBP4,Strap,766,GO_Cellular_Component_2023
Nucleus (GO:0005634),258/4487,3.270040469702305e-11,1.801998015204354,52.325941088105154,ATF2;HDAC10;EHMT2;THYN1;ENO1;SMC6;RBPJ;GABPB1;CHEK2;BBX;UBAP2L;RNF111;ESCO1;RECQL;HNF1B;DICER1;ARMC8;PRKAB1;BIN1;RRAGB;PREB;RHNO1;ILRUN;BAZ2B;OAZ2;OSGEP;FXR1;DHX30;NTHL1;DPH3;HLTF;KAT14;TRMT1L;RBM10;N4BP1;LHPP;CTC1;HACE1;TIPARP;XRCC3;INTS2;NFATC3;UPF3B;TMEM192;CDC7;PTK2;WAPL;SRPK1;MLLT10;STAG1;TADA2A;FUBP3;AGO2;PPT1;RNPS1;PKIG;RAD18;RPS24;CEP57;RPAIN;SETD5;SETD6;ZBTB8OS;BRCA1;PHF6;N4BP2L2;MED14;ZMYM2;ARIH1;APPL1;TOP3B;SS18;BRD1;PBRM1;RING1;NCOA6;STRADA;PABPC4;ACAD9;AEN;SIRT2;MED22;NCOR1;SLTM;MTF2;G2E3;ALDOA;AKAP8;NSD1;HSF1;USP1;PMS2;METTL5;MARCHF7;TBL1X;APBB3;SRSF11;NKTR;BRD4;CENPU;MYEF2;NFYC;MLH1;APTX;TFAP4;CENPH;TRMT6;TTC3;HNRNPA2B1;EEF1AKMT2;N6AMT1;MTCH2;MIDN;CCNT1;FMR1;GEMIN2;CTNND1;INPPL1;UBP1;STK19;CIB1;VIRMA;CDC14B;MPC2;NEK1;SMARCAD1;KMT5B;NEPRO;GTF2I;TLE1;BORA;KDM2B;FBXW11;USP3;VRK1;THOC7;FOXP1;CLIP1;ILF3;DMTF1;MSH3;TIMELESS;PKP4;GEMIN8;CSNK1G2;ZCCHC8;ANKRD16;PSMD14;TCF7;HTRA2;SBNO1;SAFB2;RPRD1B;NAE1;ECT2;CHTOP;CPSF7;UBE2H;BRPF1;CBX5;TGFB1;UBE2B;BRPF3;PHF12;RFXANK;MACO1;FANCE;CLK4;LSM2;CLK2;NSFL1C;LSM6;NASP;CNOT2;TADA3;MDM2;UBA3;EIF4G1;MDM1;KDM5A;MUS81;KDM5C;AKAP8L;UFSP2;YBX3;RESF1;SENP6;FLCN;HPF1;SIN3A;TLK2;TLK1;TNPO2;POLE;ILKAP;EIF5A;TBP;ACTR6;ACTR5;AKTIP;DNMT3A;ATRX;TRNAU1AP;ARID1A;MSL1;PPM1B;PKM;CREB1;TFDP2;IRF3;THRAP3;ESRP1;DNAJC8;ITGB3BP;RBMS2;CILK1;LAMA5;PRKAA1;KDM3A;USP15;PPM1M;WBP2;POLDIP3;PNKP;AMBRA1;MLLT3;UACA;CECR2;RBBP5;NRIP1;FAM120A;RBBP8;RALY;E2F6;MTA3;ATF7IP;TCF7L2;ATE1;SWT1;LIMK2;DONSON;LRWD1;USP28;CHFR;U2SURP;RAD52;MYO1C;BRMS1L;TAF8;ERCC8;ACIN1;NAA16;QRICH1;BCOR;TRIM33;PFKP;TAF2;SSBP4,Strap,766,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),22/143,2.3830128134710313e-6,4.6708211143695015,81.43941568707045,IQCB1;LIMK2;CDC7;EML2;WAPL;SIRT2;CDC14B;EML4;ATAT1;FLCN;WRAP73;TADA2A;ZZZ3;NCOR1;TFDP2;TADA3;PKP4;MAP4;TBL1X;ECT2;KAT14;CLASP1,Strap,766,GO_Cellular_Component_2023
Spindle (GO:0005819),22/210,0.0013183562574958629,2.9956817661862276,32.4501951181114,IQCB1;LIMK2;CDC7;EML2;WAPL;SIRT2;CDC14B;EML4;ATAT1;FLCN;WRAP73;TADA2A;ZZZ3;NCOR1;TFDP2;TADA3;PKP4;MAP4;TBL1X;ECT2;KAT14;CLASP1,Strap,766,GO_Cellular_Component_2023
Chromosome (GO:0005694),17/164,0.01023696113134319,2.947049580847025,25.22545128765106,PBRM1;ESCO1;KRR1;FMR1;RECQL;SMC6;BRCA1;FANCE;MLH1;WAPL;SIRT2;SELENOO;SYCE2;STAG1;CENPH;RBM34;RHNO1,Strap,766,GO_Cellular_Component_2023
Platelet Alpha Granule Lumen (GO:0031093),9/66,0.039444850535847654,3.999930473475631,28.1128751870534,SRGN;APP;TGFB1;FN1;VEGFB;PCYOX1L;ALDOA;CYRIB;VTI1B,Strap,766,GO_Cellular_Component_2023
ATAC Complex (GO:0140672),4/13,0.04414157402168625,11.213181685622631,75.820077852463,TADA2A;ZZZ3;TADA3;KAT14,Strap,766,GO_Cellular_Component_2023
RNA Binding (GO:0003723),122/1411,2.039774668005137e-17,2.8573552152701485,127.60275171446084,SRP19;SLC4A1AP;FMR1;RTCA;HNRNPR;MSI1;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;FBRSL1;UBAP2L;AGFG1;RARS2;NOM1;TYW5;DDX11;SECISBP2;ACTN1;METTL3;LARP4B;ZCRB1;ACTN4;GTPBP1;SRRM1;ILF3;PRPF3;TFAM;DAP3;ANKRD17;RTF1;RCC1L;FXR1;BAG4;PCBP4;PCBP2;SAFB2;UTP20;LTA4H;MAP4;ZC3H14;TRMT1L;CHTOP;TIA1;CPSF6;HMGA1;ERAL1;PUM1;LSM2;EIF5;LSM6;RNPS1;LSM14A;RPS24;SUGP1;RBM27;DIDO1;RBM25;CELF1;AKAP8L;DDX42;SMG6;FASTK;UBTF;NELFCD;LRRFIP1;BUD23;ZC3H10;NCBP1;PPHLN1;TRNAU1AP;GNL2;REXO4;SUPV3L1;MRPS9;SARS2;PKM;SLTM;THRAP3;CSDE1;EIF4E2;RBM47;STAU1;RNMT;POLDIP3;USP10;WBP4;AKAP8;U2AF1;RRBP1;ADD1;MTHFSD;SCAF8;BCLAF1;TCOF1;FIP1L1;TRA2B;RALY;SMNDC1;EXOSC1;NOP56;PTCD3;PTPN1;DYNC1H1;RBM39;MYEF2;KRR1;IMMT;RSRC2;RRP1B;TPD52L2;CDK11B;U2SURP;KTN1;SEC23IP;TNIP1;HNRNPA2B1;TSR1;ACIN1;FAM98A;TNRC6A,Tra2b,718,GO_Molecular_Function_2023
mRNA 3'-UTR Binding (GO:0003730),15/93,2.6859092326525134e-4,5.253309990152095,72.26301168511536,RBM47;TIA1;CPSF1;CELF1;FMR1;SECISBP2;LARP4B;PUM1;TIAL1;FXR1;ILF3;PCBP4;EXOSC8;HNRNPA2B1;RNPS1,Tra2b,718,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),27/282,6.522565776652383e-4,2.9155188558780964,36.33610255028481,RBM25;RBM47;SLC4A1AP;CELF1;POLDIP3;FMR1;HNRNPR;MSI1;TIAL1;FXR1;SCAF8;PCBP4;TRA2B;PCBP2;CHTOP;TIA1;MYEF2;CPSF6;NCBP1;SECISBP2;METTL3;LARP4B;PUM1;PKM;HNRNPA2B1;RNPS1;LSM14A,Tra2b,718,GO_Molecular_Function_2023
Nuclear Thyroid Hormone Receptor Binding (GO:0046966),6/27,0.03680690134797564,7.729133226324238,62.072273715737836,MED22;NCOR1;THRAP3;GTF2H1;BRD8;MED17,Tra2b,718,GO_Molecular_Function_2023
Nuclear Receptor Coactivator Activity (GO:0030374),8/50,0.03680690134797564,5.161636485580147,40.71923648281382,MED22;THRAP3;CARM1;HMGA1;ACTN4;BRD8;CCAR1;MED17,Tra2b,718,GO_Molecular_Function_2023
Annealing Activity (GO:0140666),3/5,0.03680690134797564,40.44755244755245,312.93652945536405,FXR1;FMR1;RECQL,Tra2b,718,GO_Molecular_Function_2023
Single-Stranded DNA Binding (GO:0003697),11/96,0.045285645337249755,3.513886346617855,25.777817841683774,RAD52;MSH3;RNF138;DDX11;ERCC1;PCBP2;RECQL;RAD23A;RTF1;POLR2H;REXO4,Tra2b,718,GO_Molecular_Function_2023
RNA Polymerase II Complex Binding (GO:0000993),6/31,0.045285645337249755,6.491123595505618,47.00781029653398,SCAF8;SMYD2;WAC;RPRD1B;PEX2;BRD4,Tra2b,718,GO_Molecular_Function_2023
DNA Damage Response (GO:0006974),33/384,0.005286441674035204,2.5983030756753385,32.52405365081513,MUS81;USP10;FMR1;CIB1;PDS5B;BCLAF1;STK11;CHEK2;POLD1;CHEK1;TLK2;RBBP8;NAE1;TOPBP1;BID;MUTYH;UBE2B;MGMT;KMT5C;DDX11;METTL3;ATRX;RECQL;GTF2H1;VRK1;BAZ1B;REXO4;TTC5;MSH3;ERCC1;WAC;CEP63;HDGFL2,Tra2b,718,GO_Biological_Process_2023
Regulation Of Cell Cycle Process (GO:0010564),17/130,0.005286441674035204,4.1138828222640225,50.95061144205321,PBRM1;BORA;MKI67;PKMYT1;PUM1;RAB11A;FLCN;DBF4;RACGAP1;BIN1;CHEK1;DPF2;RPRD1B;CEP85;ENTR1;ECT2;RAB11FIP3,Tra2b,718,GO_Biological_Process_2023
RNA Processing (GO:0006396),20/183,0.006367899932167809,3.3608733102466295,38.70309914087558,RBM39;CPSF6;NCBP1;PDCD7;CELF1;METTL3;AKAP8L;WBP4;HNRNPR;U2AF1;ZCRB1;SRRM1;ARVCF;LSM6;PRPF3;FASTK;EXOSC8;HNRNPA2B1;RNPS1;EXOSC1,Tra2b,718,GO_Biological_Process_2023
mRNA Metabolic Process (GO:0016071),13/85,0.006367899932167809,4.919818754925138,56.60630515277049,CPSF6;NCBP1;CELF1;AKAP8L;METTL3;HNRNPR;U2AF1;LSM2;LSM6;PRPF3;HSF1;PCBP2;HNRNPA2B1,Tra2b,718,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),26/288,0.008380718487254876,2.727573578078807,30.025028929249473,MUS81;INO80B;RNASEH2A;FMR1;PDS5B;ORC6;POLD1;CHEK1;RBBP8;TOPBP1;POLG;MUTYH;TCF7L2;UBE2B;MGMT;KMT5C;ATRX;RECQL;REV1;GTF2H1;TERF2;REXO4;SUPV3L1;RAD52;MSH3;ERCC1,Tra2b,718,GO_Biological_Process_2023
Regulation Of mRNA Processing (GO:0050684),8/35,0.011034221220287486,8.03547209181012,84.70688451946302,RBM39;TIA1;NCBP1;SLTM;PAPOLA;SAFB2;CDK11B;SRRM1,Tra2b,718,GO_Biological_Process_2023
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",13/94,0.011034221220287486,4.371123369232116,45.444047151355115,RBM39;RBM25;RBM47;TIA1;NCBP1;CELF1;FMR1;SRRM1;FXR1;THRAP3;PCBP4;TRA2B;RNPS1,Tra2b,718,GO_Biological_Process_2023
Macromolecule Catabolic Process (GO:0009057),12/85,0.015305054877559933,4.472583336567193,44.309619455208775,MUS81;SUPV3L1;RNASEH2A;NCBP1;CHEK2;EXOSC8;PPT1;CLN8;USE1;REXO4;EXOSC1;SIDT2,Tra2b,718,GO_Biological_Process_2023
DNA Repair (GO:0006281),25/291,0.015305054877559933,2.5789582180559623,25.32002298018839,MUS81;RNASEH2A;FMR1;CIB1;PDS5B;CHEK2;POLD1;CHEK1;RBBP8;TOPBP1;MUTYH;UBE2B;MGMT;KMT5C;ASCC1;ATRX;RECQL;GTF2H1;RAD23A;FANCE;REXO4;RAD52;MSH3;ERCC1;ERCC6,Tra2b,718,GO_Biological_Process_2023
Protein Transport (GO:0015031),26/313,0.017281637301617216,2.4867072163702644,23.85026982379427,VPS29;LMAN2L;STXBP2;MIA2;MIA3;VPS26B;GGA1;GOLGA4;SCFD1;ARFIP1;STX3;RAB28;RAB6A;TMED5;SEC31A;STX8;ASPSCR1;TIMM44;DNM2;CENPF;SEC23IP;PPT1;CHMP2A;IFT27;COPG1;BLZF1,Tra2b,718,GO_Biological_Process_2023
Vesicle-Mediated Transport (GO:0016192),31/411,0.01955263504348696,2.24454914579024,20.95024783381015,STXBP2;MIA2;MIA3;GOLGA4;AP5M1;RAB25;AP1G1;AP3S1;STX3;RAB11FIP3;VPS16;VTI1B;STX8;VTA1;AKTIP;RAB11A;EPN1;DNM2;EPN2;NECAP2;BIN3;HOOK2;BIN1;VPS41;OCIAD1;CHMP2A;KXD1;IFT27;OSBPL1A;EXOC2;CSNK1G2,Tra2b,718,GO_Biological_Process_2023
Golgi Vesicle Transport (GO:0048193),19/197,0.01955263504348696,2.917297584028548,27.0880352247926,COG8;SEC24B;LMAN2L;PITPNB;MIA2;MIA3;USE1;DNM2;GOLGA4;SCFD1;TRAPPC6B;SGSM2;TBC1D14;COPG1;RAB6A;SEC24C;TMED5;SEC31A;VTI1B,Tra2b,718,GO_Biological_Process_2023
Nucleobase-Containing Compound Catabolic Process (GO:0034655),8/44,0.026926183543846825,6.0237871674491394,53.05595447090364,MUS81;SUPV3L1;RNASEH2A;NCBP1;EXOSC8;EXOSC1;REXO4;SIDT2,Tra2b,718,GO_Biological_Process_2023
Stress Granule Assembly (GO:0034063),6/24,0.026926183543846825,9.0187265917603,78.708570642931,DYNC1H1;TIA1;FMR1;CSDE1;UBAP2L;LSM14A,Tra2b,718,GO_Biological_Process_2023
Positive Regulation Of Hippo Signaling (GO:0035332),4/9,0.026926183543846825,21.59887955182073,186.27856486568916,TIAL1;SRC;DLG5;SCHIP1,Tra2b,718,GO_Biological_Process_2023
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637),4/9,0.026926183543846825,21.59887955182073,186.27856486568916,FXR1;TIAL1;FMR1;PUM1,Tra2b,718,GO_Biological_Process_2023
RNA Catabolic Process (GO:0006401),9/57,0.026926183543846825,5.086565585331453,43.83104756575331,SUPV3L1;RNASEH2A;LSM6;NCBP1;METTL3;EXOSC8;EXOSC1;SIDT2;LSM2,Tra2b,718,GO_Biological_Process_2023
RNA Splicing (GO:0008380),12/98,0.028281286160844223,3.793925818565123,32.289201388056306,ARVCF;LSM6;NCBP1;PDCD7;PRPF3;TRA2B;WBP4;RNPS1;U2AF1;ZCRB1;SMNDC1;SRRM1,Tra2b,718,GO_Biological_Process_2023
mRNA Processing (GO:0006397),19/214,0.03503617656939861,2.6605993910714942,21.8327708461808,CPSF6;NCBP1;RNMT;CELF1;METTL3;WBP4;HNRNPR;U2AF1;SRRM1;LSM2;U2AF1L4;LSM6;PRPF3;TRA2B;HNRNPA2B1;PAPOLA;RNPS1;RPRD1B;RALY,Tra2b,718,GO_Biological_Process_2023
Regulation Of mRNA Polyadenylation (GO:1900363),4/10,0.03503617656939861,17.99813258636788,146.5485517051726,CPSF6;NCBP1;HSF1;ZC3H14,Tra2b,718,GO_Biological_Process_2023
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370),4/10,0.03503617656939861,17.99813258636788,146.5485517051726,FXR1;TIAL1;FMR1;PUM1,Tra2b,718,GO_Biological_Process_2023
Macroautophagy (GO:0016236),12/104,0.04050295997258125,3.545387362975736,28.18908070943684,SRC;VTA1;MTMR14;NBR1;VPS41;CHMP2A;UBQLN1;WIPI2;SPG11;ATG5;VPS16;VTI1B,Tra2b,718,GO_Biological_Process_2023
Regulation Of Mitochondrion Organization (GO:0010821),8/50,0.041223865043562985,5.161636485580147,40.71923648281382,FLCN;MTCH2;RHOT1;MUL1;OMA1;DNM1L;MFF;CYRIB,Tra2b,718,GO_Biological_Process_2023
DNA Double-Strand Break Processing Involved In Repair Via Single-Strand Annealing (GO:0010792),3/5,0.043208012310014934,40.44755244755245,312.93652945536405,RAD52;RNF138;RBBP8,Tra2b,718,GO_Biological_Process_2023
Double-Strand Break Repair Via Single-Strand Annealing (GO:0045002),3/5,0.043208012310014934,40.44755244755245,312.93652945536405,RAD52;RNF138;RBBP8,Tra2b,718,GO_Biological_Process_2023
Programmed Necrotic Cell Death (GO:0097300),4/11,0.043208012310014934,15.426170468187275,119.07788080046619,IPMK;PPIF;TRPM7;DNM1L,Tra2b,718,GO_Biological_Process_2023
Cell Cycle G2/M Phase Transition (GO:0044839),7/40,0.04469858502767547,5.742786514938413,43.709428780856825,CHEK2;AKAP8L;ENSA;AKAP8;PKMYT1;TAF2;DNM2,Tra2b,718,GO_Biological_Process_2023
mRNA 3'-End Processing (GO:0031124),7/40,0.04469858502767547,5.742786514938413,43.709428780856825,SCAF8;CPSF6;CPSF1;NCBP1;PAPOLA;RPRD1B;PEX2,Tra2b,718,GO_Biological_Process_2023
"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",8/53,0.048891838583071105,4.816776212832551,36.03915499068926,FXR1;RBM25;RBM47;TIA1;THRAP3;FMR1;TRA2B;RNPS1,Tra2b,718,GO_Biological_Process_2023
Transcription By RNA Polymerase II (GO:0006366),17/192,0.048891838583071105,2.647801100468718,19.7328082958045,PBRM1;GTF2A2;CCNT1;NCBP1;PEX2;GTF2H1;RTF1;NFKB1;MED17;SCAF8;TFDP1;DEAF1;TAF1A;RPRD1B;POLR2H;ERCC6;TAF2,Tra2b,718,GO_Biological_Process_2023
