Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,gene_number,db
Protein Serine/Threonine Kinase Activity (GO:0004674),35/342,0.008600968261254664,2.140661558930128,19.995594181926535,PRKAA1;ROCK2;PRKCZ;IRAK1;AKT2;RPS6KA2;PHKG2;TLK2;TLK1;MAP4K5;MAP3K7;MARK2;MAP2K6;PLK4;SRPK2;NEK9;CHUK;RIOK3;LIMK2;PRKCD;HUNK;CDC7;VRK1;PRKAB1;CLK4;ACVR2A;MAPK12;SRPK1;CIT;CLK2;CLK1;CDK2;RPS6KB2;CAMK1G;MAP3K12,Rpl22l1,1029,GO_Molecular_Function_2023
Cadherin Binding (GO:0045296),31/319,0.04471969329123456,2.0150474560231575,15.189746317471345,MACF1;SRC;CTNND1;CBL;CLINT1;SLC9A3R2;LIMA1;MPRIP;CALD1;FLNA;FLNB;ERC1;LRRFIP1;ARGLU1;EPS15;MARK2;TMPO;PTPN1;EPS15L1;CIP2A;KTN1;EPN2;ANLN;MYO1B;PKM;FMNL2;CTTN;ABI1;NUMB;PHLDB2;PICALM,Rpl22l1,1029,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),11/68,0.046159672375638776,3.5855306242029434,26.28036162585304,KDM5A;PHF20L1;KMT2E;MBTD1;CBX5;ZZZ3;FMR1;ZMYND8;MTF2;NCAPD3;JMJD7,Rpl22l1,1029,GO_Molecular_Function_2023
"Catalytic Activity, Acting On A tRNA (GO:0140101)",8/39,0.046159672375638776,4.787210514675682,34.7319357509283,DUS2;QTRT1;AARS2;TYW5;TARS2;QRSL1;FTSJ1;DUS3L,Rpl22l1,1029,GO_Molecular_Function_2023
Protein Ubiquitination (GO:0016567),46/434,0.009027427477766805,2.241240259672159,28.601307243827783,CUL5;RNF14;MGRN1;RNF19B;UBE3A;UBR1;AMBRA1;BRCA1;CBL;DDA1;RNFT1;UBE2J1;RPGR;ANKRD9;NUB1;TRIM6;RNF138;MARCHF8;MARCHF7;BTRC;RNF111;BRAP;UBE2H;AREL1;FBXW5;RNF25;FBXW11;FANCA;WWP1;PEX2;FANCG;CHFR;RNF146;TRAF7;UBOX5;ITCH;MDM2;UBE2V2;MDM4;TRIP12;RBCK1;RNF185;RAD18;BIRC2;TRIM33;TRIM11,Rpl22l1,1029,GO_Biological_Process_2023
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),40/367,0.010170708048575222,2.3059773718858514,27.554085229307535,PSMD14;RNF14;RNF19B;AMBRA1;CBL;RPGR;ANKRD9;BAG6;RMND5B;NUB1;PCBP2;PSMF1;BTRC;RFFL;UBQLN4;RNF111;ZRANB1;UBE2H;AREL1;FBXW5;UBE2I;FBXW11;RNF25;VPS37C;WWP1;RAD23A;VPS37A;ARMC8;PPP2R5C;USP28;CHFR;RNF146;ITCH;TTC3;CHMP2A;MDM2;TRIP12;RBCK1;RNF185;BIRC2,Rpl22l1,1029,GO_Biological_Process_2023
Organelle Organization (GO:0006996),43/418,0.011029832404674037,2.1626179851250846,24.388066497619555,USP6NL;ABCD4;PI4K2B;TAFAZZIN;MAPKAP1;PITPNB;FAF2;HTT;TOR1AIP2;MIA3;CAMSAP1;CECR2;KIF3A;EPS15;CLASP1;CEP78;SH3D19;SEC31A;CLASP2;CENPT;ZRANB1;YTHDF3;ATP8B2;DST;SEC16A;TRAPPC8;PEX2;MCOLN1;CFAP410;FANCG;TJAP1;SEC23IP;FMNL2;TBC1D20;TMEM11;NOA1;DNAJA3;GOLGB1;PEX6;RANBP10;CHMP2A;PHIP;CEP89,Rpl22l1,1029,GO_Biological_Process_2023
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),18/111,0.011029832404674037,3.614051880922753,40.38610588331552,BLM;PSMD14;ZMYND8;INTS3;NSMCE2;XRCC3;ATRX;TONSL;RECQL;CDC7;SMC6;BRCA1;PALB2;MBTD1;MORF4L1;MMS22L;RAD51D;RNF138,Rpl22l1,1029,GO_Biological_Process_2023
Recombinational Repair (GO:0000725),16/95,0.01612717360588547,3.7771252202381698,39.93063015561477,BLM;PSMD14;ZMYND8;INTS3;NSMCE2;XRCC3;TONSL;RECQL;BRCA1;SMC6;PALB2;MBTD1;MMS22L;MORF4L1;RAD51D;RNF138,Rpl22l1,1029,GO_Biological_Process_2023
Telomere Maintenance Via Recombination (GO:0000722),5/9,0.019826698437885287,23.153076171875,235.76438176013613,RAD50;RAD51D;NSMCE2;XRCC3;SMC6,Rpl22l1,1029,GO_Biological_Process_2023
Double-Strand Break Repair (GO:0006302),22/168,0.02371251559963118,2.8169253581096707,27.74595201151157,BLM;PSMD14;ZMYND8;INTS3;PNKP;EYA3;NSMCE2;XRCC3;TONSL;RECQL;CIB1;SMC6;BRCA1;PALB2;MBTD1;MORF4L1;MMS22L;RAD51D;RAD50;RNF138;NSD2;UBE2V2,Rpl22l1,1029,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),347/5175,1.6478448452218202e-6,1.49045675640873,28.343249820693096,PANK4;ATF2;PANK2;ZMYND8;ITSN1;CCNC;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;ZMIZ2;RPS6KA2;CPNE1;ANKFY1;UBAP2L;RNF111;TMPO;ESCO1;DDX11;SLC35C2;NSMCE2;PRKCD;IFRD1;DNTTIP1;RECQL;HNF1B;RFX1;ACTN4;ARMC8;JMJD7;PRKAB1;MED6;RRAGB;AKAP9;PAXIP1;SRCAP;DCUN1D1;COPS7B;BAZ2B;GMCL1;UBE2J1;MTDH;FXR1;DHX30;DGUOK;RACGAP1;PCBP3;PCBP2;DPH3;ATP6V0A2;PUSL1;PATZ1;RAB11FIP3;KAT14;SEC31A;SRPK2;RABGAP1L;ZRANB1;SETDB1;TIPARP;INTS3;XRCC3;INTS2;UPF3B;TMEM192;CDC7;MEMO1;PTK2;SRPK1;FAM220A;MLLT10;HNRNPM;STAG1;GOLGB1;PPT2;PKIG;RAD18;PSME3IP1;PHF3;CEP57;SETD5;SLC35F6;INTS14;HIP1;SETD6;TDRP;ZBTB8OS;MIA3;BRCA1;OSBPL11;MED15;N4BP2L2;CLINT1;MED14;ZMYM2;XPO4;NELFB;GPRASP1;CTSC;GABPA;APPL1;TOP3B;PBRM1;SPHK2;STRADA;UCHL5;SIRT3;MED22;RAD51D;NCOR1;CTTN;SLTM;HNRNPH1;MED20;MTF2;HNRNPH2;SLU7;URM1;AKAP8;HTT;GGA1;BTAF1;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;EPS15;NKTR;TRMT10B;MYEF2;ATAD5;PCGF5;PCGF2;YLPM1;APTX;GATAD2A;RNF146;SEC23IP;ITCH;TFAP4;SNX14;TTC3;TACC3;ZYX;MITD1;TRIP12;CRLF3;EEF1AKMT2;CRTC2;MIDN;DGKD;PRDM4;FMR1;PRDM5;CTNND1;JADE1;INPPL1;UBP1;HIKESHI;CIB1;RPL10A;GRB14;EP300;KMT5A;MAP3K7;SLC30A9;TLE1;KDM2B;FBXW11;USP4;USP3;PUS1;IPMK;TSC2;VRK1;CFAP410;THOC7;FANCD2;UBE2V2;SRSF4;PHIP;PPIG;GEMIN8;KMT2E;BLM;ANKRD16;PSMD14;YTHDC1;ARHGAP19;HTRA2;PDS5A;BCL2L12;BAG6;SBNO1;IRAK1;ORC1;DEAF1;SAFB2;TBC1D14;RPRD1B;ZC3H13;UBE2F;OSBPL9;TIA1;UBE2H;UBE2I;CBX5;POU2F1;PHF12;STYX;FANCA;RFXANK;MACO1;CLK4;PALB2;LSM4;CLK2;LSM2;CLK1;COPRS;UBOX5;KIF18B;HOOK2;MOB2;CNOT2;TADA3;CDK2;MDM2;UBA3;PIR;MDM4;NF2;OSBPL1A;NIT1;FGFR2;MDM1;PICALM;RAD9A;EIF4G1;RERE;KDM5A;KDM5C;RNF14;FHL1;HP1BP3;CEP164;DDX42;CHD6;UFSP2;PIK3C2A;YBX3;RESF1;SENP6;RBM4;SART3;PPP6R3;SNAPC4;DNMT3B;TLK2;TLK1;GUSB;POLE;ILKAP;RBM6;SUN1;USP48;TBP;DST;AKTIP;ATRX;PPP2R5B;RAD23A;VPS37A;PEX2;PPP2R5C;TRNAU1AP;SAFB;EPN2;MMS22L;TRAF7;ELF2;CREB1;PKM;TFDP2;IRF1;RBMS1;BIRC2;ITGB3BP;LAMA5;PRKAA1;RBM47;KDM3A;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;PNKP;LENG8;AMBRA1;CLCN3;RMND5B;CECR2;NFS1;TAF1B;TGS1;RALY;DRAM2;E2F6;UBQLN4;MTA3;SMNDC1;MUTYH;TCF7L2;KDM4B;EYA2;SMOX;RNF25;SWT1;EYA3;LIMK2;PTPN12;MCOLN1;PTPN13;USP28;USF2;CHFR;MAPK12;NAP1L4;RAD50;WEE1;KANSL1;BRMS1L;DOLPP1;DNAJA3;TAF8;ACIN1;RGS12;BCOR;PFKM;TRIM33;TNRC6A;SSBP4,Rpl22l1,1029,GO_Cellular_Component_2023
Nucleus (GO:0005634),300/4487,2.2815848370365055e-5,1.4530572288712564,22.806244032809303,PANK4;ATF2;PANK2;ZMYND8;CCNC;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;ZMIZ2;RPS6KA2;CPNE1;UBAP2L;RNF111;TMPO;ESCO1;DDX11;NSMCE2;PRKCD;IFRD1;DNTTIP1;RECQL;HNF1B;ACTN4;ARMC8;JMJD7;PRKAB1;MED6;RRAGB;PAXIP1;SRCAP;DCUN1D1;COPS7B;BAZ2B;GMCL1;UBE2J1;MTDH;FXR1;DHX30;DGUOK;RACGAP1;PCBP3;PCBP2;DPH3;PATZ1;KAT14;SRPK2;RABGAP1L;ZRANB1;SETDB1;TIPARP;INTS3;XRCC3;INTS2;UPF3B;TMEM192;CDC7;MEMO1;PTK2;SRPK1;FAM220A;MLLT10;HNRNPM;STAG1;PKIG;RAD18;PSME3IP1;PHF3;CEP57;SETD5;INTS14;HIP1;SETD6;TDRP;ZBTB8OS;BRCA1;MED15;N4BP2L2;MED14;ZMYM2;XPO4;NELFB;GPRASP1;GABPA;APPL1;TOP3B;PBRM1;SPHK2;STRADA;UCHL5;SIRT3;MED22;RAD51D;NCOR1;SLTM;HNRNPH1;MED20;MTF2;HNRNPH2;SLU7;URM1;AKAP8;HTT;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;NKTR;TRMT10B;MYEF2;ATAD5;PCGF5;PCGF2;YLPM1;APTX;GATAD2A;RNF146;TFAP4;TTC3;ZYX;TRIP12;CRLF3;EEF1AKMT2;CRTC2;MIDN;DGKD;PRDM4;FMR1;PRDM5;CTNND1;JADE1;INPPL1;UBP1;HIKESHI;CIB1;RPL10A;EP300;KMT5A;MAP3K7;SLC30A9;TLE1;KDM2B;FBXW11;USP4;USP3;PUS1;IPMK;TSC2;VRK1;THOC7;FANCD2;UBE2V2;SRSF4;PHIP;PPIG;GEMIN8;KMT2E;BLM;ANKRD16;PSMD14;YTHDC1;HTRA2;PDS5A;BCL2L12;BAG6;SBNO1;IRAK1;ORC1;DEAF1;SAFB2;RPRD1B;ZC3H13;UBE2F;TIA1;UBE2H;UBE2I;CBX5;POU2F1;PHF12;STYX;FANCA;RFXANK;MACO1;CLK4;PALB2;LSM4;CLK2;LSM2;CLK1;COPRS;UBOX5;KIF18B;MOB2;CNOT2;TADA3;CDK2;MDM2;UBA3;PIR;MDM4;NF2;NIT1;FGFR2;MDM1;PICALM;RAD9A;EIF4G1;RERE;KDM5A;KDM5C;RNF14;FHL1;HP1BP3;DDX42;CHD6;UFSP2;YBX3;RESF1;SENP6;RBM4;SART3;PPP6R3;SNAPC4;DNMT3B;TLK2;TLK1;POLE;ILKAP;RBM6;USP48;TBP;DST;AKTIP;ATRX;PPP2R5B;RAD23A;PPP2R5C;TRNAU1AP;SAFB;MMS22L;ELF2;CREB1;PKM;TFDP2;IRF1;RBMS1;BIRC2;ITGB3BP;LAMA5;PRKAA1;RBM47;KDM3A;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;PNKP;LENG8;AMBRA1;RMND5B;CECR2;NFS1;TAF1B;TGS1;RALY;E2F6;UBQLN4;MTA3;SMNDC1;MUTYH;TCF7L2;KDM4B;EYA2;RNF25;SWT1;EYA3;LIMK2;PTPN12;PTPN13;USP28;USF2;CHFR;MAPK12;NAP1L4;RAD50;WEE1;KANSL1;BRMS1L;TAF8;ACIN1;RGS12;BCOR;PFKM;TRIM33;SSBP4,Rpl22l1,1029,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),20/143,0.004437430072179346,3.0373790358319837,30.43305316917395,IQCB1;EPB41;LIMK2;CKAP2;CDC7;EML2;EML4;ATAT1;KIF18B;ZZZ3;NCOR1;RACGAP1;TFDP2;TADA3;TACC3;MAP4;LSM14A;KAT14;CLASP1;CLASP2,Rpl22l1,1029,GO_Cellular_Component_2023
Clathrin Coat (GO:0030118),6/16,0.007006201766685572,11.120821114369502,103.14682542263544,EPS15L1;CLINT1;EPS15;EPN1;EPN2;PICALM,Rpl22l1,1029,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),13/76,0.007319042948271249,3.8402074740657417,34.59366942745473,TIA1;STAU1;RBPMS;YTHDF3;FMR1;LARP4B;TIAL1;FXR1;RBM4;ZNFX1;G3BP2;LSM14A;EIF4G1,Rpl22l1,1029,GO_Cellular_Component_2023
Spindle (GO:0005819),23/210,0.026428577602311515,2.2965522373778717,17.32058198590352,IQCB1;EPB41;LIMK2;PINX1;SPICE1;CKAP2;CDC7;SPATA5;EML2;EML4;ATAT1;ZZZ3;NCOR1;RACGAP1;TFDP2;KIF3A;TADA3;TACC3;MAP4;LSM14A;KAT14;CLASP1;CLASP2,Rpl22l1,1029,GO_Cellular_Component_2023
Chromosome (GO:0005694),19/164,0.033965761009454504,2.442430863776033,17.43147206366212,BLM;PBRM1;ESCO1;KRR1;FMR1;HP1BP3;PINX1;DNTTIP1;RECQL;SMC6;BRCA1;PDS5A;ZFX;SYCE2;STAG1;FANCD2;PES1;KMT5A;RBM34,Rpl22l1,1029,GO_Cellular_Component_2023
RNA Binding (GO:0003723),129/1411,7.160429744328361e-9,2.0419876588877988,51.272402649923656,EIF4A2;DBR1;TFRC;FMR1;SPPL2B;NUDT1;MKI67;NUSAP1;FBRSL1;UBAP2L;MTPAP;CAST;RARS2;DIMT1;SECISBP2;ACTN1;PUS1;ALG13;LARP4B;GTPBP1;SRRM1;ILF3;DKC1;ZC3H11A;ANKRD17;ZCCHC8;AARS2;PRKDC;MAZ;RTN4;MTDH;DHX30;HNRNPDL;DHX33;PCBP2;ERI3;G3BP2;SERPINH1;SAFB2;UTP20;RBM10;MARK2;SRPK2;TIA1;RCC2;KNOP1;UPF3B;PUM1;CLK3;PRRC2B;PUM2;SRPK1;SETX;HNRNPL;TBL2;FUBP3;GOLGB1;AGO2;RNPS1;EIF4G3;SUGP2;RBM25;TUT7;RBM26;CELF1;AKAP8L;BRCA1;ZCCHC17;TENT4B;YBX3;RPGR;FARS2;SMG6;LRRFIP1;RBM7;RBM5;RBM33;PSTK;TOP3B;WDR36;DDX55;RBM18;ZFR;SPATS2;DARS2;TRNAU1AP;REXO4;DUS2;SARS2;PKM;SLTM;HNRNPH1;ESRP1;RPUSD3;HNRNPH2;EIF4E2;LUC7L2;STAU1;SRF;PARN;RBM4B;TBRG4;MTHFSD;UNK;FIP1L1;U2AF2;PES1;FAM120A;FLNA;RALY;CFAP20;RBM39;MYEF2;GPKOW;YTHDF3;KRR1;YLPM1;RSRC2;RRP1B;TPD52L2;APTX;CDK11B;KTN1;SEC23IP;CMSS1;TNIP1;ZYX;ACIN1;R3HDM1,Spen,1002,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),30/225,2.858081807723773e-4,2.9761000316555872,41.133906265080306,USP6NL;GARRE1;ARHGAP1;GCC2;CIB1;AMBRA1;C9ORF72;YBX3;RASIP1;STRN3;AKAP13;GGA1;GOLGA4;XPO4;ANKFY1;FLNA;SH3BP4;ERC1;PLEKHG3;HACE1;ANKRD27;ATP6AP1;RCC2;TSC2;OCRL;CYRIB;RNF41;RRAGB;PEX5;RIN3,Spen,1002,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),27/199,4.6723816351106474e-4,3.0310196779964222,39.174199220912165,USP6NL;GARRE1;ARHGAP1;GCC2;CIB1;C9ORF72;YBX3;STRN3;AKAP13;GGA1;GOLGA4;XPO4;ANKFY1;FLNA;SH3BP4;ERC1;PLEKHG3;HACE1;ANKRD27;ATP6AP1;RCC2;TSC2;OCRL;CYRIB;RNF41;PEX5;RIN3,Spen,1002,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),35/342,0.007439791089694578,2.203615062536001,21.74745102648438,PRKAA1;PRKDC;CAMKK2;IKBKB;IRAK1;CHEK2;STK16;PHKG2;TLK2;TLK1;MAP3K7;MARK3;MARK2;PAK4;MAP2K6;SRPK2;NEK9;RIPK2;LIMK2;MOK;CSNK1D;VRK1;PASK;PRKAB1;CLK4;CDK11B;CLK3;ACVR2A;MAPK12;SRPK1;CLK2;RPS6KB2;MAPKAPK5;CSNK1G2;CAMK1G,Spen,1002,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),27/240,0.0086245693448176,2.4422535211267604,23.196700705937303,UHRF2;MGRN1;UBE3A;BRCA1;ZNRF1;RNF115;RNF214;SHARPIN;BTRC;ATG5;HACE1;UBE2B;SMURF1;NSMCE2;WWP1;CHFR;PML;RNF41;RNF146;TTC3;MDM2;ERCC8;MDM4;BIRC6;RBCK1;TRIM11;TRIM33,Spen,1002,GO_Molecular_Function_2023
Ubiquitin Binding (GO:0043130),13/80,0.01541162925089211,3.7140334726770594,32.44298667651621,ILRUN;USPL1;FAF2;RNF19B;RAD23A;SIRT2;NSFL1C;SHARPIN;NBR1;MDM2;MARCHF7;RBCK1;MAP3K7,Spen,1002,GO_Molecular_Function_2023
Double-Stranded RNA Binding (GO:0003725),11/65,0.028895240035665633,3.894009044362223,30.967256041769414,DUS2;DHX30;ILF3;TFRC;DHX33;ACTN1;ZFR;AGO2;LRRFIP1;APTX;MTDH,Spen,1002,GO_Molecular_Function_2023
Ubiquitin-Protein Transferase Activity (GO:0004842),37/412,0.032574617798323956,1.904113298791019,14.660054643436172,UHRF2;MGRN1;RNF19B;UBE3A;BRCA1;UBE2J2;RPGR;ZNRF1;RNF115;RNF214;HERC2;SHARPIN;RNF215;RNF138;TRIM24;TRIM26;RFFL;BTRC;HACE1;RING1;UBE2B;SMURF1;FBXO17;WWP1;CHFR;RNF41;RNF146;RNF149;TTC3;MDM2;ERCC8;MDM4;BIRC6;RBCK1;TRIM33;TRIM11;RNF121,Spen,1002,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),11/68,0.03357309309657865,3.688476994706747,27.852338210159413,PHF20L1;KMT2E;MBTD1;ZZZ3;FMR1;MTF2;TRIM24;NCAPD3;JMJD7;ZMYND11;BPTF,Spen,1002,GO_Molecular_Function_2023
GTPase Regulator Activity (GO:0030695),37/424,0.04453136256372649,1.843882127699455,13.208366602719263,USP6NL;TBC1D9B;FAM13B;ITSN1;NPRL3;ARHGAP1;ARHGAP19;AGAP1;ARHGAP17;ASAP1;C9ORF72;RCBTB2;RIC8A;EEF1B2;AKAP13;SYDE1;FLCN;HERC2;SIPA1L1;CHN1;SH3BP4;SIRPA;TBC1D14;BRD8;ECT2;GARNL3;PLEKHG3;ANKRD27;RANBP3;STARD8;DENND2A;TSC2;OCRL;RIN3;DENND6B;RGS12;RGL2,Spen,1002,GO_Molecular_Function_2023
GTPase Activator Activity (GO:0005096),22/211,0.04943440447600435,2.2340891912320484,15.557266447091658,USP6NL;TBC1D9B;RANBP3;FAM13B;STARD8;NPRL3;ARHGAP1;ARHGAP19;AGAP1;TSC2;OCRL;ARHGAP17;ASAP1;SYDE1;FLCN;SIPA1L1;CHN1;TBC1D14;RGS12;BRD8;ECT2;GARNL3,Spen,1002,GO_Molecular_Function_2023
DNA Repair (GO:0006281),45/291,4.33041373930973e-8,3.584371893875679,89.38626108437768,MUS81;PRKDC;TEX264;FMR1;PNKP;NUDT1;CIB1;BRCA1;PDS5A;BABAM2;HPF1;MTA1;EXO1;CHEK2;NSD2;EP400;RBBP8;PMS2;POLI;KMT5B;ATRIP;POLE;NHEJ1;PMS1;MUTYH;CDKN2D;FANCM;UBE2B;USP3;ATRX;RECQL;GTF2H1;FANCC;RAD23A;FANCE;APTX;FANCG;REXO4;SETX;RAD52;POLA1;RAD50;ERCC8;TRIP13;ERCC6,Spen,1002,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),44/384,2.8277140853623497e-4,2.5204224487289695,38.00566489783722,MUS81;ATF2;PRKDC;FMR1;BRAT1;PNKP;NUDT1;CIB1;SMC6;BRCA1;PDS5A;BABAM2;HPF1;HERC2;EXO1;CHEK2;EP400;TLK2;RBBP8;POLI;KMT5B;TRAPPC13;BID;ATRIP;MAP2K6;MUTYH;UBE2B;NCOA6;USP3;ATRX;RECQL;GTF2H1;VRK1;FANCC;ZDHHC16;USP28;FANCG;REXO4;MAPK12;PML;SETX;POLA1;RAD50;ERCC8,Spen,1002,GO_Biological_Process_2023
Double-Strand Break Repair (GO:0006302),26/168,2.8277140853623497e-4,3.5374047564072963,53.255689252105135,MUS81;PSMD14;PRKDC;PNKP;CIB1;SMC6;BRCA1;RAD54B;MBTD1;BABAM2;HPF1;MTA1;RNF138;CHEK2;NSD2;RBBP8;SMARCAD1;NHEJ1;NSMCE2;RECQL;SETX;RAD52;POLA1;MMS22L;RAD50;TRIP13,Spen,1002,GO_Biological_Process_2023
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),41/367,0.001012868644975498,2.44362020645672,32.967936026003166,WDR26;PSMD14;KEAP1;OTUD7B;RNF19B;AMBRA1;RPGR;BAG6;ZNRF1;RNF115;SHARPIN;MTA1;RNF215;PCBP2;TBL1X;BTRC;RFFL;UBL7;ATE1;HACE1;FBXW5;UBE2B;SMURF1;FBXL19;WWP1;RAD23A;ARMC8;PPP2R5C;NTAN1;USP28;SIRT2;CHFR;PML;RNF146;NSFL1C;RNF149;TTC3;CHMP2A;MDM2;ERCC8;RBCK1,Spen,1002,GO_Biological_Process_2023
Regulation Of RNA Splicing (GO:0043484),18/102,0.0015813943678405832,4.1189024390243905,52.58972610377586,SRPK2;RBM39;TIA1;CELF1;RRP1B;CLK4;CLK3;SRRM1;CLK2;SRPK1;HNRNPL;SETX;HNRNPH1;U2AF2;ESRP1;TADA3;METTL4;HNRNPH2,Spen,1002,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),34/288,0.0015813943678405832,2.591982820329277,32.76382027975891,MUS81;PRKDC;FMR1;PNKP;NUDT1;BRCA1;PDS5A;HPF1;EXO1;CBS;EP400;RBBP8;SMARCAD1;POLI;NT5M;KMT5B;ATRIP;POLE;POLG;MUTYH;TOP3B;UBE2B;USP3;ATRX;RECQL;DONSON;GTF2H1;FANCC;TERF2;FANCG;REXO4;RAD52;POLA1;RAD50,Spen,1002,GO_Biological_Process_2023
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),36/319,0.0019968896291508,2.4644997037069554,30.197544560233272,ANAPC15;WDR26;ANAPC16;PSMD14;FAF2;AMBRA1;UBE2J2;ECPAS;BAG6;AMN1;ZNRF1;SHARPIN;MTA1;PCBP2;TBL1X;BTRC;RFFL;KLHDC10;FBXW5;UBE2B;SMURF1;FBXL19;FBXO17;WWP1;RAD23A;ARMC8;PPP2R5C;SIRT2;PML;TMUB2;FBXL12;NSFL1C;MDM2;ERCC8;RBCK1;RNF121,Spen,1002,GO_Biological_Process_2023
Mitotic Sister Chromatid Segregation (GO:0000070),18/111,0.0035852026487591462,3.71852871754524,42.89046380770416,AKAP8L;KIF23;EML3;EML4;WRAP73;STAG1;STAG2;ESPL1;KIFC1;CENPI;CHEK2;NUSAP1;CHMP2A;FLNA;NCAPD3;PIBF1;CLASP1;CLASP2,Spen,1002,GO_Biological_Process_2023
Protein Phosphorylation (GO:0006468),48/500,0.00394168125811514,2.064451494406412,23.268184132805775,ATF2;APP;PRKAA1;PKDCC;CCNT1;PRKDC;SRC;PRKAG2;CAMKK2;IKBKB;IRAK1;CHEK2;RB1CC1;STK16;TLK2;NEK1;TLK1;ERC1;MAP3K7;MARK3;MARK2;PAK4;SRPK2;TBP;STRADA;LIMK2;VRK1;CSNK1D;PASK;ATG13;PRKAB1;CLK4;CDK11B;PTK2;CLK3;ACVR2A;MAPK12;SRPK1;CLK2;ILF3;CREB1;TAF8;MAPKAPK5;BIRC6;COQ8A;CSNK1G2;CAMK1G;TAF2,Spen,1002,GO_Biological_Process_2023
Internal Peptidyl-Lysine Acetylation (GO:0018393),10/39,0.00394168125811514,6.5937847608453835,72.80501602512867,BAG6;MBTD1;ATAT1;PHF20L1;MEAF6;TADA3;EP400;EP300;BRD8;KAT14,Spen,1002,GO_Biological_Process_2023
Proteasomal Protein Catabolic Process (GO:0010498),27/220,0.00394168125811514,2.6982064567556794,29.778308648699603,WDR26;PSMD14;AMBRA1;BAG6;ZNRF1;SHARPIN;MTA1;PCBP2;TBL1X;BTRC;RFFL;ATE1;FBXW5;UBE2B;SMURF1;FBXL19;WWP1;RAD23A;ARMC8;PPP2R5C;SIRT2;PML;RNF41;NSFL1C;MDM2;ERCC8;RBCK1,Spen,1002,GO_Biological_Process_2023
Peptidyl-Lysine Modification (GO:0018205),16/94,0.00394168125811514,3.936131481770427,43.43127076938664,USPL1;HDAC10;ESCO1;UHRF2;NSMCE2;PLOD3;PLOD1;SMC6;SIRT2;PML;SENP1;SENP6;NNAT;MDM2;EP300;EEF1AKMT2,Spen,1002,GO_Biological_Process_2023
Regulation Of mRNA Processing (GO:0050684),9/35,0.00937581305759311,6.6135254473623055,66.71347718127006,SRPK2;RBM39;TIA1;SLTM;PAPOLA;SAFB2;CDK11B;SRPK1;SRRM1,Spen,1002,GO_Biological_Process_2023
Protein Autoubiquitination (GO:0051865),13/71,0.009412378962991127,4.292388689376242,42.96436376503366,UHRF2;UBE2B;RNF19B;UBE3A;BRCA1;RNF41;RNF146;BABAM2;RNF115;MDM2;MARCHF7;ERCC8;TRIM11,Spen,1002,GO_Biological_Process_2023
Mitotic Spindle Assembly (GO:0090307),10/44,0.009725840747005983,5.6226280834914615,55.707179804874166,WRAP73;STAG1;STAG2;KIFC1;CHEK2;FLNA;KIF23;PIBF1;CLASP1;CLASP2,Spen,1002,GO_Biological_Process_2023
Protein Modification Process (GO:0036211),59/711,0.018560465589144922,1.7604922288219949,16.19105415966521,APP;CCNT1;PRKAG2;NTAQ1;CDC14B;IKBKB;DUSP12;CHEK2;RB1CC1;TLK2;NEK1;TLK1;BTRC;PPP1R12A;TBP;PPTC7;STRADA;PPP2R5B;ALG3;VRK1;CSNK1D;PPP2R5C;PASK;JMJD7;ATG13;PRKAB1;ILF3;CREB1;SDHAF2;BIRC6;CSNK1G2;PRKAA1;MEAF6;PRKDC;FUT10;CAMKK2;PORCN;IRAK1;MARK3;MARK2;ATG5;ST3GAL3;PAK4;B3GALNT2;SRPK2;ATE1;LIMK2;PTPN13;CDK11B;PTK2;CLK3;ACVR2A;SRPK1;CLK2;FAM220A;TAF8;MAN2B1;COQ8A;TAF2,Spen,1002,GO_Biological_Process_2023
