Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,type,gene_number,db
Ubiquitin-mediated proteolysis,20/136,0.0293542658101393,2.7349101340670923,23.681774318028808,UBE2F;FBXW11;UBA6;FANCL;SMURF1;HUWE1;WWP1;UBE3A;KLHL13;UBE2J2;PML;UBE2W;ITCH;HERC2;MDM2;ERCC8;TRIM37;BTRC;UBE2K;BIRC2,Cd2bp2,rmats,1198,BioPlanet_2019
M phase pathway,16/96,0.0293542658101393,3.1678510998307954,27.39338643681645,CENPT;MIS12;PPP2R5B;PPP2R5C;PPP1CC;CLIP1;STAG1;STAG2;CENPI;CENPL;B9D2;ITGB3BP;MAD1L1;CLASP1;NDEL1;CLASP2,Cd2bp2,rmats,1198,BioPlanet_2019
"BRCA1, BRCA2 and ATR roles in cancer susceptibility",7/22,0.029942002585900657,7.361265043380913,62.37445483175519,RAD50;FANCD2;CHEK2;FANCC;RAD1;FANCE;FANCG,Cd2bp2,rmats,1198,BioPlanet_2019
Energy-dependent regulation of mTOR by LKB1-AMPK,6/17,0.039908773432068355,8.59868822452715,69.24066469374375,STK11;CAB39;STRADA;STRADB;TSC2;PRKAB1,Cd2bp2,rmats,1198,BioPlanet_2019
GTPase Binding (GO:0051020),36/225,4.1038806045736697e-5,3.051061388410786,50.50915409816012,USP6NL;RABGAP1;GARRE1;MYCBP2;DOCK7;GCC2;AMBRA1;YBX3;FGD1;RASIP1;STRN3;AKAP13;AP3M1;GOLGA4;DENND10;ARFIP2;ERC1;DNM1L;HACE1;ANKRD27;PLEKHG2;SPHK2;TSC2;MYO9B;OCRL;GAPVD1;CYRIB;LSM2;RRAGB;ATG16L1;RAB34;SGSM2;PEX5;TRIP11;RIN3;EXOC5,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
RNA Binding (GO:0003723),131/1411,6.468267934763684e-5,1.6806627811621369,25.5002848811502,EIF4A2;TFRC;FMR1;RPL10A;VIRMA;EDC3;TIAL1;EIF4ENIF1;PPP1CC;ENDOV;HMGN5;FBRSL1;CAST;RARS2;MBNL1;TYW5;ACTN1;DDX11;METTL3;CIRBP;GTPBP1;SRRM1;FAM133B;ILF3;ZC3H11A;RPP21;GEMIN5;DUS3L;ANKRD17;MACF1;AARS2;ZCCHC9;RCC1L;MTDH;DHX30;HNRNPDL;DHX33;DHX34;ERI3;SERPINH1;SAFB2;UTP20;LTA4H;LYAR;ZC3H14;MARK2;SRPK2;TIA1;CHTOP;ZRANB2;RBPMS;LSM2;PUM2;SETX;MOV10;TBL2;LSM6;GOLGB1;RNPS1;HNRNPC;LSM14A;EIF4G3;DZIP3;SUGP2;RPS24;EIF4G1;RBM25;TUT7;RBM26;CELF1;ZCCHC17;TENT4B;MTO1;YBX3;METTL14;LRRFIP1;RBM7;PSTK;TOP3B;ZC3H10;PABPC4;PRPF40B;DARS2;TFB2M;TRNAU1AP;DDX50;PTBP2;REXO4;PTBP3;DUS2;SARS2;PKM;SLTM;TUT1;RBMS1;EIF4E2;LUC7L2;RBM47;ROCK2;POLDIP3;SRF;RBM4B;MTIF2;MTHFSD;GANAB;BCLAF1;UNK;IGF2BP1;FLNB;RALY;ASCC3;SMNDC1;RBM39;TRMT10B;YTHDF2;MYEF2;YTHDF3;KRR1;YLPM1;HUWE1;RSRC2;APTX;CDK11B;KTN1;NAP1L4;SEC23IP;TNIP1;HNRNPA2B1;ZYX;ACIN1;R3HDM1,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),32/199,6.468267934763684e-5,3.0624171896344534,45.9394115513468,USP6NL;RABGAP1;GARRE1;MYCBP2;DOCK7;GCC2;YBX3;FGD1;STRN3;AKAP13;AP3M1;GOLGA4;DENND10;ARFIP2;ERC1;DNM1L;HACE1;ANKRD27;PLEKHG2;SPHK2;TSC2;MYO9B;OCRL;GAPVD1;CYRIB;LSM2;RAB34;SGSM2;PEX5;TRIP11;RIN3;EXOC5,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),35/240,1.5206108554643053e-4,2.730092485791582,37.835147454072825,RNF14;UBE3A;KLHL13;RMND5B;RNF214;MARCHF8;TRIM68;BTRC;UBE2F;ATG3;HACE1;FBXW11;FANCL;SMURF1;NSMCE2;HUWE1;WWP1;CHFR;PML;RNF146;UBE2W;ITCH;ATG16L1;TTC3;MDM2;ERCC8;TRIM37;RBCK1;BCOR;FBXL5;UBE2K;TRIM11;DZIP3;BIRC2;TRIM33,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
GTPase Regulator Activity (GO:0030695),51/424,2.091735343758724e-4,2.1968464183287324,29.254378767953614,USP6NL;GPSM2;FAM13B;ITSN1;DOCK7;RCBTB2;AKAP13;SYDE1;HERC2;SIPA1L1;DENND10;DNM1L;TBC1D22A;GARNL3;RALGPS2;PLEKHG2;RALGAPA1;STARD8;ARHGEF19;TSC2;OCRL;GAPVD1;TIAM1;RP2;SPATA13;PREB;RIN3;DENND6B;DEPDC5;TBC1D9B;RABGAP1;NPRL3;MYCBP2;ARHGAP19;AGAP1;ARHGAP17;ASAP1;FGD1;RCC1L;RIC8A;RACGAP1;CHN1;TBC1D14;ANKRD27;MYO9B;CCDC88A;SGSM2;RGS12;RGL2;NUCB2;MON1A,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),37/282,6.461446973932945e-4,2.4138550510643535,28.98159491460792,RBM25;RBM47;CELF1;POLDIP3;FMR1;YBX3;EDC3;CRYZ;TIAL1;EIF4ENIF1;METTL14;UNK;DHX33;IGF2BP1;CHTOP;TIA1;MYEF2;YTHDF2;YTHDF3;RBPMS;PABPC4;METTL3;CIRBP;PTBP2;PUM2;PTBP3;PKM;HNRNPA2B1;TUT1;GEMIN5;RBMS1;RNPS1;HNRNPC;EIF4G3;LSM14A;LUC7L2;EIF4G1,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
mRNA 3'-UTR Binding (GO:0003730),18/93,7.874085708781622e-4,3.8088813559322032,44.39052451699777,RBM47;TIA1;CELF1;FMR1;PABPC4;CIRBP;YBX3;CRYZ;PUM2;TIAL1;ILF3;HNRNPA2B1;IGF2BP1;GEMIN5;RBMS1;TUT1;RNPS1;HNRNPC,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
Protein-Lysine N-methyltransferase Activity (GO:0016279),12/54,0.005198410827535951,4.519392917369308,43.481133383603755,SETD5;SUV39H2;METTL22;SETD3;KMT5C;EHMT2;SETD6;NSD2;EHMT1;KMT5B;CAMKMT;EZH2,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
"Catalytic Activity, Acting On A tRNA (GO:0140101)",10/39,0.005198410827535951,5.449030535237432,51.851899652594696,DTWD2;DUS2;AARS2;TYW5;MRPL58;TARS2;DUS3L;OSGEP;ANKZF1;TRIT1,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),39/342,0.005535443989811791,2.054408460690763,19.203836614641997,ROCK2;PRKCZ;IKBKB;STK11;IRAK1;CHEK2;STK16;PHKG2;TLK2;TLK1;MAP4K5;MARK3;CAMK2G;MARK2;BRD4;PAK4;MAP2K6;PLK4;SRPK2;NEK9;DAPK2;LIMK2;MOK;CSNK1D;VRK1;PRKAB1;CLK4;CDK11B;HIPK2;CLK2;CLK1;BCKDK;MELK;STK26;RPS6KB2;CDK12;CSNK1G2;CAMK1G;MAP3K12,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
N6-methyladenosine-containing RNA Binding (GO:1990247),5/10,0.00851822223419371,15.756077116512992,138.78095073484872,YTHDF2;YTHDF3;HNRNPA2B1;IGF2BP1;HNRNPC,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
GTPase Activator Activity (GO:0005096),27/211,0.00851822223419371,2.3330393940519065,20.377386579082316,USP6NL;TBC1D9B;RABGAP1;FAM13B;NPRL3;ARHGAP19;AGAP1;ARHGAP17;ASAP1;SYDE1;SIPA1L1;RACGAP1;CHN1;TBC1D14;DNM1L;TBC1D22A;GARNL3;RALGAPA1;STARD8;TSC2;MYO9B;OCRL;RP2;SGSM2;PREB;RGS12;DEPDC5,Cd2bp2,rmats,1198,GO_Molecular_Function_2023
DNA Repair (GO:0006281),45/291,1.4889044976393652e-5,2.9439637848243185,56.57464804137582,DCLRE1A;ABRAXAS1;FMR1;PDS5B;ENDOV;MTA1;NTHL1;CHEK2;UIMC1;NSD2;PMS2;POLI;KMT5B;ASCC3;POLE;PMS1;MUTYH;ZRANB3;UVRAG;SLC30A9;CENPX;FANCM;MGMT;KMT5C;FANCL;USP3;ACTR5;XRCC3;RECQL;HUWE1;FANCC;FANCE;APTX;FANCG;REXO4;TICRR;SETX;RAD52;RAD50;TDP2;FANCD2;MSH3;ERCC2;ERCC8;RAD18,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Regulation Of Organelle Organization (GO:0033043),20/100,0.002699603917461108,3.9732597623089982,52.93886540938263,USP6NL;SLC30A9;ACTR5;SIRT7;MFF;RBSN;PTK2;PARL;CAMSAP3;SYDE1;CLN3;MAVS;RHOT1;PDCD10;RUVBL2;AKAP9;PREB;NF2;DNM1L;MARK2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Mitotic Recombination (GO:0006312),7/14,0.005869102549087795,15.780856423173804,188.6599229613265,RAD52;RAD50;MSH3;NSMCE2;XRCC3;SMC5;RAD54B,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Mitotic Spindle Assembly (GO:0090307),12/44,0.005869102549087795,5.934865092748735,70.35214486861497,WRAP73;STAG1;STAG2;RACGAP1;ABRAXAS1;KIFC1;CHEK2;SPICE1;LSM14A;CLASP1;CCDC61;CLASP2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),45/384,0.008599798187904385,2.125620735441979,23.910814858437664,ATF2;USP16;STXBP4;FMR1;BRAT1;HTRA2;SMC5;PDS5B;ENDOV;BCLAF1;STK11;HERC2;CHEK2;TLK2;POLI;KMT5B;APBB1;MAP2K6;MUTYH;ZRANB3;UVRAG;SLF1;CBX5;MGMT;KMT5C;FANCL;DDX11;USP3;METTL3;XRCC3;RECQL;VRK1;FANCC;SIRT7;USP28;SPIDR;FANCG;REXO4;PML;TICRR;SETX;RAD50;MSH3;ERCC8;RAD18,Cd2bp2,rmats,1198,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),36/288,0.011659268305111216,2.280550774526678,24.28505854490684,FMR1;PDS5B;ENDOV;NTHL1;CBS;RUVBL2;SMARCAD1;POLI;NT5M;KMT5B;POLE;MUTYH;ZRANB3;TOP3B;UVRAG;TCF7L2;MGMT;KMT5C;FANCL;USP3;ACTR5;XRCC3;RECQL;REV1;DONSON;FANCC;TERF1;TERF2;FANCG;REXO4;TICRR;RAD52;RAD50;MSH3;RBMS1;RAD18,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Organelle Organization (GO:0006996),47/418,0.011659268305111216,2.0286051505663654,21.519498874963915,USP6NL;ABCD4;PI4K2B;TAFAZZIN;FAF2;TOR1AIP2;MIA3;FGD1;CAMSAP1;CECR2;RHOT1;SMPD4;ZMYM4;MICAL1;DYM;PACSIN3;TMED1;DNM1L;EPS15;CLASP1;SEC31A;PAK4;CLASP2;CENPT;HACE1;YTHDF2;YTHDF3;ATP8B2;NAA10;MTX2;COG2;TRAPPC8;CSNK1D;PEX1;MCOLN1;CFAP410;FANCG;TJAP1;GAK;FMNL3;SEC23IP;TMEM135;BIN1;ADCK1;RAB34;GOLGB1;TRIP11,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),34/268,0.0120179154284607,2.3177959878990806,24.20752224458548,KDM5A;SUV39H2;KDM5C;CHD6;EHMT1;M1AP;CECR2;HIRIP3;MTA1;RUVBL2;MIER1;PCGF1;SMARCAD1;KAT7;MTA3;BPTF;KDM6A;PBRM1;CHTOP;PHC1;CBX5;KDM4C;KDM2B;DDX11;PCGF2;ACTR5;ARID1B;NAP1L4;TADA2A;ZZZ3;MTF2;HNRNPC;BCOR;EZH2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),30/228,0.015575731702249677,2.413345786633458,24.295394052266172,KDM5A;SUV39H2;KDM5C;USP15;CHD6;CECR2;MTA1;RUVBL2;MIER1;PCGF1;SMARCAD1;MTA3;BPTF;KDM6A;SRPK2;PBRM1;CHTOP;PHC1;KDM4C;KDM2B;PCGF2;USP3;ACTR5;SIRT7;ARID1B;SIRT2;TADA2A;MTF2;HNRNPC;BCOR,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Spindle Assembly (GO:0051225),15/81,0.024323185002227247,3.5994774456312917,33.88380143529466,ABRAXAS1;TUBGCP2;SPICE1;CSNK1D;HAUS6;WRAP73;STAG1;STAG2;HAUS8;KIFC1;CHEK2;LSM14A;CLASP1;CCDC61;CLASP2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),37/319,0.024323185002227247,2.0929621688322,19.447142640627575,ANAPC16;FAF2;ARRB2;AMBRA1;UBE2J2;BAG6;RMND5B;AMN1;MTA1;ZSWIM8;TBL1X;ASCC3;BTRC;RFFL;ANKZF1;KLHDC10;FBXW5;FBXW11;RHBDD2;SMURF1;FBXO17;WWP1;ARMC8;ERLIN2;PPP2R5C;SIRT2;PML;FBXL12;UBE2W;ITCH;MDM2;ERCC8;RBCK1;FBXL5;RNF185;UBE2K;BIRC2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),10/40,0.024323185002227247,5.267115600448934,48.89384304247524,CAMSAP3;PATJ;DLG1;DLG3;DLG5;SCRIB;SYNE4;PRKCZ;MARK2;PALS1,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),8/26,0.024323185002227247,7.015499533146592,64.91904414919752,PATJ;DLG1;DLG3;DLG5;SCRIB;PRKCZ;MARK2;PALS1,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),33/275,0.026750022569097226,2.1724541552867733,19.735543019066103,DYNLT2B;ASAP1;FGD1;CDC14B;NUDCD3;ABLIM1;TBC1D31;ARL13B;WDR90;ARFIP2;IFT57;BBS5;RAB8B;PLK4;IQCB1;SEPTIN2;RFX3;SEPTIN6;IFT122;CPLANE1;ANO6;OCRL;ATAT1;FMNL3;CCDC88A;IFT81;TMEM237;RP2;CENPJ;STK26;SPATA13;B9D2;CEP20,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Endocytosis (GO:0006897),25/189,0.03596842894261078,2.422130039714719,21.103262398196296,LMBR1L;PIK3C2A;CLINT1;RAB22A;AP3M1;CLN3;SNX9;ATP9B;EPS15;TSC2;CSNK1D;EPS15L1;HSPG2;EPN1;EPN2;GAK;DAB2;BIN3;HOOK2;BIN1;RAB34;OCIAD1;RIN3;PI4KB;CSNK1G2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Histone H2A-K119 Monoubiquitination (GO:0036353),4/6,0.03596842894261078,31.490787269681743,272.54673652489925,PCGF5;PCGF2;PCGF1;TRIM37,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Interstrand Cross-Link Repair (GO:0036297),9/36,0.037387276074976175,5.263526773198766,44.62337865198704,DCLRE1A;CENPX;FANCM;FANCL;FANCD2;XRCC3;FANCC;FANCE;FANCG,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Positive Regulation Of Translation (GO:0045727),17/108,0.037387276074976175,2.9597472806617597,24.820138245759203,CDC123;USP16;YTHDF2;YTHDF3;POLDIP3;FMR1;METTL3;RMND1;CIRBP;MPV17L2;YBX3;RCC1L;METTL14;PKM;RPS6KB2;IGF2BP1;EIF4G3,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Protein Ubiquitination (GO:0016567),45/434,0.037387276074976175,1.8473881703480581,15.381482656206998,ANAPC16;RNF14;UBA6;PELI2;MYCBP2;UBE3A;ARRB2;AMBRA1;KLHL13;UBE2J2;RNFT1;HERC2;TNKS2;ZSWIM8;TRIM68;MARCHF8;BTRC;RNF111;ATG3;HACE1;FBXW5;FANCL;FBXW11;SMURF1;HUWE1;WWP1;FANCC;FANCE;FANCG;CHFR;RNF146;UBE2W;ITCH;MDM2;ERCC8;TRIM37;RBCK1;FBXL5;RNF185;UBE2K;DZIP3;RAD18;BIRC2;TRIM33;TRIM11,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Protein Modification Process (GO:0036211),66/711,0.037387276074976175,1.6412770153669158,13.49910942774121,SETD3;PTPRS;GMFG;JADE1;PLOD2;NAGPA;CDC14B;IKBKB;PPP1CC;STK11;PPP4R2;CHEK2;TLK2;TLK1;KAT7;BTRC;ILKAP;PPP1R12A;TBP;STRADA;FBXW11;DAPK2;STRADB;PPP2R5B;ALG3;ADAM10;VRK1;CSNK1D;PPP2R5C;JMJD7;ATG13;PRKAB1;ILF3;MELK;CREB1;PIGK;ATG4B;CSNK1G2;PPM1M;ROCK2;FUT10;PRKCZ;PORCN;IRAK1;MAP4K5;MARK3;MARK2;ST3GAL3;PAK4;PLK4;SRPK2;UBE2F;UVRAG;LIMK2;PTPN13;CDK11B;PTK2;HIPK2;CLK2;SSH1;BCKDK;ATG16L1;STK26;COQ8B;TAF2;MAP3K12,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Protein Phosphorylation (GO:0006468),50/500,0.037387276074976175,1.7762291908633372,14.604268943576246,ATF2;GMFG;IKBKB;STK11;CHEK2;STK16;TLK2;TLK1;ERC1;TBP;STRADA;DAPK2;STRADB;ADAM10;VRK1;CSNK1D;ATG13;PRKAB1;ILF3;MELK;CREB1;CSNK1G2;CAMK1G;USP15;CAB39;ROCK2;SRC;PRKCZ;IRAK1;MAP4K5;MARK3;MARK2;PAK4;PLK4;SRPK2;UVRAG;LIMK2;CLK4;CDK11B;PTK2;HIPK2;CLK2;BCKDK;CLK1;STK26;COQ8B;CDK12;FGFR2;TAF2;MAP3K12,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Regulation Of Cilium Assembly (GO:1902017),13/71,0.037387276074976175,3.545351374945439,29.14312489901982,USP6NL;ATG3;RABGAP1;TBC1D9B;LIMK2;CEP120;DYNLT2B;TCHP;CCDC88A;ODF2L;TBC1D14;ENTR1;TBC1D22A,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Golgi Organization (GO:0007030),19/130,0.037387276074976175,2.7136220189655305,22.291348921052993,USP6NL;PI4K2B;HACE1;ATP8B2;COG2;GCC2;CSNK1D;VRK1;TRAPPC8;TJAP1;GAK;SEC23IP;PDCD10;GOLGB1;DYM;TRIP11;TMED1;CLASP1;CLASP2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Vesicle-Mediated Transport (GO:0016192),43/411,0.037387276074976175,1.8649115377376246,15.312144567676583,USP6NL;RAB5C;TSG101;STX16;GOSR2;ITSN1;MIA3;PIK3C2A;CLINT1;RAB22A;AP3M1;CECR2;GOLGA4;HMGXB4;CPNE1;SNX9;ATP9B;EPS15;VPS16;UVRAG;EXOC6B;TSC2;SCRIB;CSNK1D;EPS15L1;RBSN;AP4B1;EPN1;EPN2;BIN3;HOOK2;BIN1;RAB34;DNAJC5;RAB13;OCIAD1;SPIRE1;VIPAS39;RIN3;EXOC5;VPS45;OSBPL1A;CSNK1G2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Endomembrane System Organization (GO:0010256),25/196,0.03774813446523435,2.322106060832673,18.907210900797097,USP6NL;PI4K2B;TOR1AIP2;MIA3;RAB22A;SMPD4;DYM;TMED1;DNM1L;CLASP1;SEC31A;PLEKHJ1;CLASP2;HACE1;ATP8B2;COG2;CSNK1D;TRAPPC8;PHETA1;TJAP1;GAK;SEC23IP;HOOK2;GOLGB1;TRIP11,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Histone Modification (GO:0016570),14/81,0.03774813446523435,3.3063987494957643,26.85128510507628,USP3;JADE1;MSL3;SIRT2;PHF20L1;MTA1;TADA2A;RUVBL2;MIER1;TADA3;KAT7;TBL1X;MTA3;KAT14,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Golgi Vesicle Transport (GO:0048193),25/197,0.03849101323962186,2.3084815321477428,18.61508085118753,GOSR2;GCC2;MIA3;GOLGA4;TBC1D14;TMED1;ATP9B;SEC31A;RAB8B;UVRAG;COG2;TRAPPC8;RBSN;RINT1;RP2;SGSM2;RAB13;TRIP11;SPIRE1;PREB;COPG2;EXOC5;COPG1;ERGIC2;SEC24C,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Epigenetic Regulation Of Gene Expression (GO:0040029),14/83,0.04410163332467268,3.2102183705444576,25.23415433955761,ATF2;SUV39H2;SPHK2;WBP2;DNMT3A;SIRT7;ARID1B;SIRT2;ZDBF2;MTA1;MTF2;KAT7;TRIM37;EZH2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
tRNA Aminoacylation For Mitochondrial Protein Translation (GO:0070127),4/7,0.04410163332467268,20.992741485203798,164.9241466725472,SARS2;DARS2;TARS2;EARS2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Regulation Of DNA Metabolic Process (GO:0051052),18/124,0.04647325906249874,2.6905020786696516,20.90510550001289,ANKRD17;SLF1;ESCO1;EHMT2;ACTR5;NSMCE2;JADE1;YLPM1;SMC5;SIRT7;TERF2;CCDC88A;RUVBL2;TADA3;UIMC1;SMARCAD1;KAT7;TAF2,Cd2bp2,rmats,1198,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),403/5175,1.3632847664452162e-7,1.4903736154823473,32.16172566578791,ATF2;TFRC;EHMT2;ITSN1;EHMT1;DCAF8;SMC5;RBPJ;ALKBH6;PPP4R2;RNF111;MBNL1;DDX11;DAPK2;RFX3;MRTFA;RFX1;ARMC8;ISL1;PRKAB1;MED7;NISCH;BIN1;COPS7B;MTDH;NTHL1;LTA4H;KAT14;LHPP;HACE1;PHC1;TIPARP;FUCA1;TMEM192;SETX;MLLT10;MOV10;FIBP;TADA2A;TDP2;GTF2IRD1;HNRNPC;CDK12;PKIG;RAD18;EZH2;PHF3;CEP57;SETD5;SETD6;NCAPG2;TDRP;MED15;CLINT1;MED14;WDR37;SPHK2;SIRT7;TERF1;RBSN;TERF2;SIRT2;NCOR2;MED22;AFTPH;KIFC1;MED20;MTF2;ERGIC2;MYRF;CIPC;BCLAF1;BTAF1;NSD2;PMS2;PCGF1;PMS1;NKTR;BRD4;SLF1;TRMT10B;EGLN2;YTHDF2;ATAD5;PCGF5;SEPTIN2;MGMT;PCGF2;ATAD2;YLPM1;HIPK2;RNF146;ZYX;CRLF3;FMR1;CTNND1;UBP1;RPL10A;VIRMA;CDC14B;EIF4ENIF1;PPP1CC;STK11;HMGN5;RUVBL2;SMARCAD1;KMT5B;CLCC1;NEPRO;GTF2I;TLE1;KMT5C;RALGAPA1;USP4;USP3;IPMK;VRK1;CDC25C;GTF2F2;THOC7;THOC6;CLIP1;ILF3;MSH3;PKP4;CSNK1G2;ANKRD17;IPPK;ANKRD16;ANKRD11;GPATCH2L;BCL2L12;BAG6;SAFB2;OSBPL9;TIA1;CHTOP;ANKRD27;BRPF3;FANCL;RFXANK;FANCC;FANCE;LSM2;DAB2;LSM6;DAB1;P4HA1;CNOT2;TADA3;MDM2;PIR;NF2;OSBPL1A;MDM1;EIF4G1;CELF1;RNF14;FHL1;UFSP2;ARRB2;FOXM1;PIK3C2A;CDC73;RESF1;METTL14;SIN3A;PPP6R3;TRIM68;TLK2;TLK1;DNM1L;ILKAP;ACTR5;DNMT3A;MSL3;PTBP2;REXO4;MSL1;PTBP3;METTL22;PKM;TFDP2;SLC25A19;DNAJC5;DNAJC8;BIRC2;PPM1M;WBP2;SRF;AMBRA1;CECR2;GANAB;NFS1;HIRIP3;IGF2BP1;ASCC3;DRAM2;E2F6;SMOX;DONSON;TPRKB;EXOG;MCOLN1;PTPN13;PML;RAD52;RAD50;DOLPP1;BCOR;TRIM33;PANK2;UXT;TIAL1;HERC2;CHEK2;SPATA24;CPNE1;KAT7;CCNL2;ESCO1;NSMCE2;METTL3;CIRBP;RECQL;CSNK1D;JMJD7;SRRM1;RRAGB;AKAP9;PREB;NSMF;ANKRA2;MYCBP2;UBE2J2;OSGEP;GMCL1;DHX30;RAB11FIP1;RACGAP1;DHX33;MIER1;DPH3;PATZ1;LYAR;SEC31A;ATP6V0A1;CTSA;SRPK2;STK11IP;XRCC3;MEMO1;PTK2;STAG1;STAG2;GOLGB1;RNPS1;RPS24;RPAIN;SUV39H2;SLC35F6;TECR;OTUD7B;ZBTB8OS;MIA3;ZMYM2;UIMC1;CTSH;SPTAN1;GABPA;TOP3B;NCOA2;GRIPAP1;PBRM1;STRADA;PABPC4;STRADB;TFE3;PRMT3;GAK;SLTM;SLU7;STX16;MIS12;RAD54B;TBL1X;APBB1;EPS15;APBB3;MYEF2;NFYC;MOK;HUWE1;APTX;SEC23IP;ITCH;TFAP4;TTC3;HNRNPA2B1;CRTC2;CRTC1;GEMIN2;JADE1;PRDM2;SLC30A9;BORA;KDM2B;FBXW11;ANGEL1;ADAM10;TSC2;OCRL;CDYL;CFAP410;MAU2;FANCD2;GEMIN5;WDFY2;GEMIN8;ISCU;ARHGAP19;HTRA2;PDS5B;IRAK1;CAMTA1;TBC1D14;ZC3H14;BPTF;UBE2F;CBX5;POU2F1;PHF12;MACO1;CLK4;CLK2;CLK1;UBE2W;DLG1;HOOK2;UBE2K;FGFR2;KDM5A;KDM5C;RBM26;CHD6;YBX3;SENP6;SNAPC4;RBM7;POLE;KDM6A;SUN1;USP48;TBP;PPP2R5B;PPP2R5C;TRNAU1AP;TTI2;EPN2;CREB1;RBMS1;ITGB3BP;LAMA5;RBM47;USP15;MVK;USP16;POLDIP3;ABRAXAS1;DCTN4;BRAT1;WIZ;RMND5B;CLN3;MTA1;TNKS2;CBS;RALY;MTA3;SMNDC1;S100PBP;MUTYH;TCF7L2;KDM4C;NAA10;B3GAT3;SWT1;LIMK2;DTNBP1;USP28;CDK11B;CHFR;TICRR;NAP1L4;FMNL3;KANSL1;ERCC2;ERCC8;ACIN1;QRICH1;RGS12;TAF2;SSBP4,Cd2bp2,rmats,1198,GO_Cellular_Component_2023
