Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,type,gene_number,db
Nucleus (GO:0005634),306/4487,7.720780868504491e-8,1.5627902264050284,33.38178037201128,PANK4;ATF2;PANK2;HDAC10;DCAF8;ENO1;RBPJ;MKI67;HERC2;PPP4R2;KAT5;AKT2;CHEK2;CPNE1;UBAP2L;TRIM21;MED1;ESCO1;DDX11;DNTTIP1;CIRBP;RFX3;ARMC8;PASK;JMJD7;ISL1;PRKAB1;MED7;BIN1;NSMF;SIK2;PAXIP1;MEAF6;SRCAP;DCUN1D1;DCUN1D2;BAZ2B;C9ORF72;UBE2J1;MTDH;FXR1;DHX30;PCBP3;FIGNL1;MIER1;DPH3;PIP5K1A;LYAR;SRPK2;ZRANB1;HACE1;TIPARP;DDIAS;XRCC3;INTS2;UPF3B;TMEM192;CDC7;MEMO1;NTAN1;PRDX6;PTK2;WAPL;MLLT10;POLA1;STAG1;GTF2IRD1;MMS19;RNPS1;PKIG;PHF3;CEP57;RPAIN;SETD5;SETD6;NCAPG2;TDRP;ZBTB8OS;MED15;ING1;SMG6;MED14;ING3;ZMYM2;ARIH2;UBXN7;ARIH1;GABPA;APPL1;TOP3B;WDR37;RING1;SPHK2;STRADA;PABPC4;STRADB;TOP3A;TFE3;KIF23;TERF2;SIRT2;UCHL5;SIRT3;MED22;GCFC2;NCOR1;MTF2;ALDOA;SLU7;CIPC;AKAP8;CENPA;ECPAS;ARVCF;FAM172A;RNF138;NSD2;USP1;PMS2;BRD8;TBL1X;APBB3;SRSF11;NKTR;EVC2;CASP8AP2;SLF2;RANBP3;ATAD5;PCGF5;PCGF2;HUWE1;APTX;GATAD2A;RNF146;TTC3;TRIP12;PKN1;DBR1;DGKD;CCNT1;FMR1;PRDM5;CTNND1;FAM107A;UBP1;STK19;PRDM2;CIB1;VIRMA;CDC14B;RBMX2;PAPOLA;SMARCAD1;KMT5B;KNTC1;KMT5A;MAP3K7;NEPRO;GTF2I;MORC3;SLC30A9;BORA;TLE1;KDM2B;FBXW11;RALGAPA1;PUS1;IPMK;TSC2;VRK1;THOC7;INIP;MOB3A;MSH3;MAPKAPK5;GEMIN8;CSNK1G2;KMT2E;ANKRD16;CUL3;PSEN2;HTRA2;GPATCH2L;BAG6;SBNO1;YBEY;SAFB2;CAMTA1;RPRD1B;CLSPN;ECT2;PIBF1;BPTF;UBE2F;TIA1;CPSF7;POU2F1;BRPF3;CCDC137;LTO1;RFXANK;MACO1;FANCE;CLK4;AZIN1;CLK2;LSM2;CLK1;UBOX5;DLG1;CNOT2;TADA3;MDM2;MDM4;TCF4;NF2;MYD88;FGFR2;MDM1;EIF4G1;DIDO1;KDM5C;RNF14;AKAP8L;HP1BP3;DDX42;CHD6;UFSP2;RESF1;SENP6;HPF1;PPP6R3;TLK2;TLK1;YAF2;RBM5;ILKAP;KDM6A;TBP;DST;ACTR5;ATRX;MSL2;PPP2R5B;RAD23A;TRNAU1AP;ETV4;PTBP2;SENP1;ELF2;CREB1;PKM;TFDP2;SPOPL;BIRC6;DNAJC8;ZMYND11;GAPDH;BIRC2;ITGB3BP;HDAC5;RBM47;KDM3A;USP15;PPM1M;MGRN1;NAA20;WBP2;PNKP;MOSPD1;WIZ;AMBRA1;MLLT3;UACA;GNA13;CECR2;SH3BP1;TNKS2;CBS;RSBN1L;RBBP8;MUTYH;SMARCE1;TCF7L2;TAF15;KDM4C;EYA2;SWT1;TPRKB;EXOG;PTPN12;PTPN13;USP28;CHFR;MAPK12;RAD52;KANSL1;PRC1;TAF8;ERCC8;NAA16;RGS12;BCOR;TAF2;SSBP4,Rbm24,rmats,1000,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),22/143,2.4327356094157912e-4,3.509760178471835,45.274030322241835,CUL3;CDC7;KIF23;WAPL;HAUS2;SIRT2;CDC14B;EML4;ATAT1;WRAP73;ZZZ3;NCOR1;TFDP2;TADA3;NUSAP1;TRAPPC14;MAP4;TBL1X;ECT2;LSM14A;CLASP1;CLASP2,Rbm24,rmats,1000,GO_Cellular_Component_2023
Spindle (GO:0005819),26/210,0.0011196769139309001,2.72975627176145,29.673222309043947,CUL3;CDC14B;KIF3A;CSPP1;NUSAP1;TRAPPC14;MAP4;TBL1X;ECT2;CLASP1;CLASP2;SPICE1;CDC7;KIF23;WAPL;SIRT2;EML4;ATAT1;WRAP73;ZZZ3;NCOR1;TFDP2;PRC1;TADA3;MMS19;LSM14A,Rbm24,rmats,1000,GO_Cellular_Component_2023
INO80-type Complex (GO:0097346),8/25,0.0011196769139309001,9.005218216318786,97.8149593808557,INO80E;ING3;SRCAP;KAT5;ACTR5;EP400;BRD8;UCHL5,Rbm24,rmats,1000,GO_Cellular_Component_2023
Swr1 Complex (GO:0000812),5/12,0.0088793329149685,13.634601579325198,117.38060104686151,ING3;KAT5;SRCAP;EP400;BRD8,Rbm24,rmats,1000,GO_Cellular_Component_2023
trans-Golgi Network (GO:0005802),25/241,0.01927234381137489,2.2298195631528963,17.124853312467682,USP6NL;PI4K2B;STX16;PCSK7;ATP2C1;ECPAS;TEPSIN;GGA1;GOLGA4;AP1G1;VTI1A;ARFIP1;PLEKHJ1;CLASP2;STX8;COG2;TRAPPC9;PHETA1;TJAP1;HOOK2;SLC9A8;RAB13;RELCH;BIRC6;LGR5,Rbm24,rmats,1000,GO_Cellular_Component_2023
Nuclear Chromosome (GO:0000228),13/95,0.031963197632605925,3.0386981985321375,21.393901102400164,SMARCE1;INO80E;SRCAP;ACTR5;NCAPG2;UCHL5;ING3;KAT5;FIGNL1;EP400;RGS12;BRD8;NCAPD3,Rbm24,rmats,1000,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),11/76,0.043566814194610747,3.240024889165435,21.426248257441664,RPTOR;FXR1;TIA1;YTHDF3;FMR1;PABPC4;CIRBP;PUM1;C9ORF72;LSM14A;EIF4G1,Rbm24,rmats,1000,GO_Cellular_Component_2023
Early Endosome (GO:0005769),28/307,0.048015535943144755,1.93293213564022,12.390866933416834,PI4K2B;ZFYVE9;MGRN1;SNX13;CLCN3;ECPAS;GGA1;AP3M1;RUSC1;AP1G1;RPS6KC1;MARCHF8;ANKFY1;ENTR1;APPL1;PLEKHJ1;UVRAG;PTPN1;MON2;ANKRD27;MMGT1;STX8;DNAJC13;PHETA1;ITCH;WDFY2;NF2;ATP13A3,Rbm24,rmats,1000,GO_Cellular_Component_2023
Heart Development WP2067,9/44,0.011854060557803326,5.744661654135339,53.440400131273336,SMAD1;SHH;NOTCH1;FGF8;FOXH1;GATA6;GATA4;NFATC1;PITX2,Rpl22l1,deg,864,WikiPathways_2024_Mouse
mRNA Processing WP310,50/444,2.2877862541654747e-5,2.4080564960619713,37.50714135130917,EIF4A2;RBM25;FMR1;MSI1;BRCA1;TIAL1;RBM4;SART3;RBM34;DIS3L2;ILKAP;RBM6;RBM18;PRPF40B;SLTM;HNRNPH1;RBMS1;SRSF4;HNRNPH2;SREK1;EIF4E2;SLU7;RBM47;STAU1;POLDIP3;RNASET2B;FXR1;SBNO1;HNRNPDL;PCBP3;PCBP2;SAFB2;RALY;ZFP740;SRPK2;RBM39;TIA1;MYEF2;RBPMS;RSRC2;LSM4;CLK4;DNAJC17;LSM2;SRPK1;CLK2;CLK1;HNRNPM;ACIN1;SUGP2,Rpl22l1,rmats,1029,WikiPathways_2024_Mouse
EGFR1 Signaling Pathway WP572,22/175,0.0065019578167470294,2.6870468809834427,24.809111254467073,USP6NL;HIP1;SRC;CTNND1;INPPL1;HTT;RFXANK;EPS15L1;PTPN12;CBL;PRKCZ;EPN1;ITCH;CREB1;GRB14;TNIP1;RPS6KA2;ABI1;NCK2;EPS15;GIT1;APPL1,Rpl22l1,rmats,1029,WikiPathways_2024_Mouse
Insulin Signaling WP65,20/159,0.00876416244068368,2.685471048334771,22.903902306924248,PTPN1;PRKAA1;PRKCD;INPPL1;TSC2;PIK3C2A;CBL;PRKCZ;MAPK12;GRB14;KIF3A;RPS6KA2;AKT2;RPS6KB2;FLOT1;MAP4K5;MAP3K7;PFKM;MAP2K6;MAP3K12,Rpl22l1,rmats,1029,WikiPathways_2024_Mouse
Mitochondrial Gene Expression WP1263,6/19,0.009243192630916594,8.55312429505978,70.03232054820435,PPP3CA;MYEF2;CREB1;MTERF3;NRF1;GABPA,Rpl22l1,rmats,1029,WikiPathways_2024_Mouse
Signaling By Rho GTPases R-HSA-194315,63/644,7.019908906152218e-4,2.0642819726109405,29.129141648149005,FAM13B;ITSN1;FAF2;DOCK7;ARHGDIG;OSBPL11;LRRC1;AKAP12;NCK2;FLOT1;ANKFY1;GIT1;TMPO;NDEL1;DST;STARD8;PRKCD;PPP2R5B;FRS2;KCTD3;PPP2R5C;DHDDS;MYL6;CTTN;PHIP;EVL;ITGB3BP;GARRE1;ARHGEF26;ROCK2;SRC;ARHGAP17;KLC1;PRKCZ;ARHGAP12;ABR;RACGAP1;FLNA;PLXNA1;CLASP1;CLASP2;CENPT;GIT2;JAG1;LIMK2;MACO1;PTPN13;PTK2;KTN1;WDR11;VANGL1;ANLN;CCDC88A;VANGL2;FMNL2;KANSL1;SHKBP1;DLG5;ABI1;CENPL;PLXNB1;NF2;PICALM,Rpl22l1,rmats,1029,Reactome_2022
Cell Cycle R-HSA-1640170,63/654,7.019908906152218e-4,2.028249834473626,27.55852335938539,CEP57;CEP164;HJURP;BRCA1;PCM1;MIS18BP1;AKT2;PPP6R3;EP300;KMT5A;BTRC;POLE;CDK5RAP2;TMPO;NDEL1;SUN1;ESCO1;FBXW11;ATRX;PPP2R5B;VRK1;PPP2R5C;EML4;TFDP2;NME7;AKAP9;UBE2V2;CEP63;ITGB3BP;MCPH1;BLM;PSMD14;SRC;PRIM1;PDS5A;SYCE2;NSD2;PSMF1;E2F6;LCMT1;CLASP1;CEP78;CLASP2;PLK4;CENPT;NEK9;ACD;UBE2I;CENPX;NUP155;ODF2;CDC7;RAD50;WEE1;KANSL1;CDK2;CENPL;MDM2;CHMP2A;NUP35;MDM4;NCAPD3;RAD9A,Rpl22l1,rmats,1029,Reactome_2022
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",63/660,7.019908906152218e-4,2.0072099628577673,26.657743566089927,FAM13B;ITSN1;FAF2;DOCK7;ARHGDIG;OSBPL11;LRRC1;AKAP12;NCK2;FLOT1;ANKFY1;GIT1;TMPO;NDEL1;DST;STARD8;PRKCD;PPP2R5B;FRS2;KCTD3;PPP2R5C;DHDDS;MYL6;CTTN;PHIP;EVL;ITGB3BP;GARRE1;ARHGEF26;ROCK2;SRC;ARHGAP17;KLC1;PRKCZ;ARHGAP12;ABR;RACGAP1;FLNA;PLXNA1;CLASP1;CLASP2;CENPT;GIT2;JAG1;LIMK2;MACO1;PTPN13;PTK2;KTN1;WDR11;VANGL1;ANLN;CCDC88A;VANGL2;FMNL2;KANSL1;SHKBP1;DLG5;ABI1;CENPL;PLXNB1;NF2;PICALM,Rpl22l1,rmats,1029,Reactome_2022
Mitochondrial tRNA Aminoacylation R-HSA-379726,8/21,0.0013644430240293771,11.426504934830106,138.73601480658473,RARS2;AARS2;SARS2;PPA2;NARS2;DARS2;TARS2;FARS2,Rpl22l1,rmats,1029,Reactome_2022
Organelle Biogenesis And Maintenance R-HSA-1852241,33/275,0.0013644430240293771,2.56421139101862,31.041284764118892,CEP57;CRTC2;C2CD3;CEP164;NRF1;PCM1;KIF3A;NPHP1;RAB11FIP3;GABPA;CLASP1;CDK5RAP2;CEP78;DMAC2L;PLK4;IQCB1;ODF2;SMOX;IFT122;PRKAB1;LZTFL1;MAPK12;SIRT3;ATAT1;NCOR1;CREB1;IFT81;TMEM11;AKAP9;MKS1;B9D1;CEP63;CEP89,Rpl22l1,rmats,1029,Reactome_2022
Membrane Trafficking R-HSA-199991,56/599,0.002435399616268271,1.953230785537316,22.15725696929799,USP6NL;APP;MCFD2;HIP1;ITSN1;GCC2;MIA3;PIK3C2A;CLINT1;KIF15;AKT2;PPP6R3;CTSC;SH3D19;RAB8B;DENND2A;VPS37C;TSC2;VPS37A;EPS15L1;PRKAB1;ARFGAP1;EPN1;EPN2;CTTN;TBC1D20;NAA35;SRC;DCTN4;GOSR2;PLA2G6;KLC1;CBL;AGPAT3;ARFRP1;GGA1;RACGAP1;KIF3A;TBC1D14;PIP5K1C;EPS15;SEC31A;SEC16A;GALNT1;TRAPPC8;TRAPPC9;AP2B1;SEC23IP;KIF18B;GOLGB1;CHMP2A;RAB3GAP2;COPG2;VPS45;SEC24C;PICALM,Rpl22l1,rmats,1029,Reactome_2022
RHO GTPase Cycle R-HSA-9012999,44/441,0.0037888210567461646,2.089928269125037,22.46214449020824,FAM13B;GARRE1;ARHGEF26;ROCK2;SRC;ITSN1;FAF2;DOCK7;ARHGDIG;ARHGAP17;OSBPL11;LRRC1;ARHGAP12;AKAP12;ABR;RACGAP1;NCK2;FLOT1;ANKFY1;PLXNA1;GIT1;TMPO;GIT2;JAG1;DST;STARD8;FRS2;MACO1;KCTD3;PTPN13;KTN1;WDR11;DHDDS;VANGL1;ANLN;CCDC88A;VANGL2;FMNL2;SHKBP1;DLG5;ABI1;PHIP;PLXNB1;PICALM,Rpl22l1,rmats,1029,Reactome_2022
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,16/97,0.005159276166903012,3.683472877286632,37.96015368517237,PLK4;CEP57;IQCB1;C2CD3;ODF2;CEP164;PCM1;AKAP9;NPHP1;MKS1;B9D1;CEP63;CLASP1;CDK5RAP2;CEP78;CEP89,Rpl22l1,rmats,1029,Reactome_2022
Vesicle-mediated Transport R-HSA-5653656,56/637,0.009074606084476102,1.8217164650379525,17.530499477049908,USP6NL;APP;MCFD2;HIP1;ITSN1;GCC2;MIA3;PIK3C2A;CLINT1;KIF15;AKT2;PPP6R3;CTSC;SH3D19;RAB8B;DENND2A;VPS37C;TSC2;VPS37A;EPS15L1;PRKAB1;ARFGAP1;EPN1;EPN2;CTTN;TBC1D20;NAA35;SRC;DCTN4;GOSR2;PLA2G6;KLC1;CBL;AGPAT3;ARFRP1;GGA1;RACGAP1;KIF3A;TBC1D14;PIP5K1C;EPS15;SEC31A;SEC16A;GALNT1;TRAPPC8;TRAPPC9;AP2B1;SEC23IP;KIF18B;GOLGB1;CHMP2A;RAB3GAP2;COPG2;VPS45;SEC24C;PICALM,Rpl22l1,rmats,1029,Reactome_2022
Cilium Assembly R-HSA-5617833,23/186,0.010923871522465706,2.638061203332154,24.619009594615438,PLK4;CEP57;IQCB1;C2CD3;ODF2;SMOX;CEP164;IFT122;LZTFL1;ATAT1;PCM1;IFT81;KIF3A;AKAP9;NPHP1;MKS1;B9D1;CEP63;RAB11FIP3;CLASP1;CDK5RAP2;CEP78;CEP89,Rpl22l1,rmats,1029,Reactome_2022
DNA Repair R-HSA-73894,32/310,0.015244635837665109,2.15818679058759,19.035681144338483,BLM;PAXIP1;PNKP;BRCA1;NSD2;USP1;PMS2;EP300;POLI;POLE;RNF111;MUTYH;ACD;KDM4B;UBE2I;CENPX;EYA2;EYA3;XRCC3;REV1;FANCA;RAD23A;PALB2;FANCG;RAD51D;RAD50;FANCD2;CDK2;UBE2V2;DTL;RAD18;RAD9A,Rpl22l1,rmats,1029,Reactome_2022
"Cell Cycle, Mitotic R-HSA-69278",47/523,0.015244635837665109,1.859660870458163,16.365962825317684,CEP57;PSMD14;SRC;PRIM1;CEP164;PDS5A;PCM1;AKT2;EP300;PSMF1;KMT5A;BTRC;E2F6;LCMT1;POLE;CLASP1;CDK5RAP2;CEP78;TMPO;NDEL1;CLASP2;PLK4;CENPT;NEK9;UBE2I;ESCO1;NUP155;ODF2;FBXW11;PPP2R5B;CDC7;VRK1;PPP2R5C;EML4;WEE1;TFDP2;KANSL1;NME7;CDK2;AKAP9;CENPL;CHMP2A;NUP35;CEP63;NCAPD3;ITGB3BP;MCPH1,Rpl22l1,rmats,1029,Reactome_2022
Regulation Of TP53 Activity R-HSA-5633007,20/157,0.015244635837665109,2.7249643717491483,23.711515108418816,BLM;PRKAA1;TBP;MAPKAP1;BRCA1;PPP2R5C;PRKAB1;GATAD2A;RAD50;TTC5;AKT2;CDK2;MDM2;EP300;MDM4;KMT5A;RFFL;BANP;MAP2K6;RAD9A,Rpl22l1,rmats,1029,Reactome_2022
Transcriptional Regulation By TP53 R-HSA-3700989,35/354,0.015244635837665109,2.058810543511855,17.834418458949045,COX19;BLM;PRKAA1;MAPKAP1;COX18;BRCA1;AKT2;PMS2;EP300;NELFB;KMT5A;BID;RFFL;BANP;MAP2K6;SURF1;TBP;TSC2;CNOT10;PPP2R5C;RABGGTB;PRKAB1;GATAD2A;RAD51D;RAD50;TFDP2;RRAGB;TTC5;FANCD2;CNOT2;CDK2;MDM2;MDM4;TNRC6A;RAD9A,Rpl22l1,rmats,1029,Reactome_2022
Mitotic Prometaphase R-HSA-68877,22/186,0.01959547719116989,2.5053527744810715,20.900711351982924,PLK4;CEP57;CENPT;NEK9;ODF2;CEP164;PPP2R5B;PPP2R5C;PDS5A;EML4;PCM1;KANSL1;NME7;AKAP9;CENPL;CEP63;ITGB3BP;CLASP1;CDK5RAP2;CEP78;NDEL1;CLASP2,Rpl22l1,rmats,1029,Reactome_2022
Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,7/26,0.02002221605805824,6.832011535688537,56.40741218061345,CREB1;CHUK;MAPKAP1;AKT2;RPS6KB2;MDM2;TSC2,Rpl22l1,rmats,1029,Reactome_2022
Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,30/307,0.04303281515257521,2.026647586214373,15.059197768781251,CUL5;PSMD14;RNF14;MGRN1;LTN1;RNF19B;UBE3A;UBR1;UBE2J1;FBXL20;RNF138;PSMF1;BTRC;RNF111;UBE2F;UBE2H;AREL1;FBXW5;FBXW11;RNF25;WWP1;UBAC1;TRAF7;ITCH;UBOX5;UBE2V2;UBA3;TRIP12;RBCK1;TRIM11,Rpl22l1,rmats,1029,Reactome_2022
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,38/424,0.04506613283887076,1.8462274459775283,13.527804570555547,KANK1;HIP1;PSMD14;SRC;MAPKAP1;CCNC;GCC2;RBPJ;KLC1;CBL;FXR1;PORCN;FGF8;ZMYM2;MPRIP;FIP1L1;AKT2;FGFR1OP2;EP300;PSMF1;LRRFIP1;SEC31A;TCF7L2;JAG1;CHUK;PPP2R5B;TSC2;FRS2;PTPN12;PPP2R5C;EML4;NCOR1;CREB1;GOLGB1;AKAP9;RPS6KB2;MDM2;FGFR2,Rpl22l1,rmats,1029,Reactome_2022
Cell Cycle,63/649,0.0010690941921216517,2.0461121828164415,28.332745438184652,CEP57;CEP164;HJURP;BRCA1;PCM1;MIS18BP1;AKT2;PPP6R3;EP300;KMT5A;BTRC;POLE;CDK5RAP2;TMPO;NDEL1;SUN1;ESCO1;FBXW11;ATRX;PPP2R5B;VRK1;PPP2R5C;EML4;TFDP2;NME7;AKAP9;UBE2V2;CEP63;ITGB3BP;MCPH1;BLM;PSMD14;SRC;PRIM1;PDS5A;SYCE2;ORC1;NSD2;E2F6;LCMT1;CLASP1;CEP78;CLASP2;PLK4;CENPT;NEK9;ACD;UBE2I;NUP155;ODF2;CDC7;RAD50;STAG1;WEE1;CDK2;CENPL;MDM2;CHMP2A;NUP35;MDM4;RAD1;NCAPD3;RAD9A,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Signaling by Rho GTPases,64/672,0.0010690941921216517,2.003054267793837,26.829238241058665,FAM13B;ITSN1;FAF2;DOCK7;ARHGDIG;OSBPL11;LRRC1;AKAP12;NCK2;FLOT1;ANKFY1;GIT1;TMPO;NDEL1;DST;STARD8;PRKCD;PPP2R5B;FRS2;KCTD3;PPP2R5C;CIT;MYL6;CTTN;PHIP;EVL;ITGB3BP;GARRE1;ARHGEF26;ROCK2;SRC;ARHGAP19;ARHGAP17;KLC1;PRKCZ;ARHGAP12;ABR;RACGAP1;CHN1;FLNA;PLXNA1;CLASP1;CLASP2;CENPT;GIT2;JAG1;LIMK2;MACO1;PTPN13;PTK2;KTN1;WDR11;VANGL1;ANLN;CCDC88A;VANGL2;FMNL2;SHKBP1;DLG5;ABI1;CENPL;PLXNB1;NF2;PICALM,Rpl22l1,rmats,1029,Reactome_Pathways_2024
"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",64/688,0.0014964396639397788,1.9499933572472432,24.586444658859055,FAM13B;ITSN1;FAF2;DOCK7;ARHGDIG;OSBPL11;LRRC1;AKAP12;NCK2;FLOT1;ANKFY1;GIT1;TMPO;NDEL1;DST;STARD8;PRKCD;PPP2R5B;FRS2;KCTD3;PPP2R5C;CIT;MYL6;CTTN;PHIP;EVL;ITGB3BP;GARRE1;ARHGEF26;ROCK2;SRC;ARHGAP19;ARHGAP17;KLC1;PRKCZ;ARHGAP12;ABR;RACGAP1;CHN1;FLNA;PLXNA1;CLASP1;CLASP2;CENPT;GIT2;JAG1;LIMK2;MACO1;PTPN13;PTK2;KTN1;WDR11;VANGL1;ANLN;CCDC88A;VANGL2;FMNL2;SHKBP1;DLG5;ABI1;CENPL;PLXNB1;NF2;PICALM,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Organelle Biogenesis and Maintenance,35/297,0.0014964396639397788,2.51438017417482,31.027225544452403,CEP57;ATF2;CRTC2;C2CD3;CEP164;NRF1;PCM1;KIF3A;TGS1;NPHP1;RAB11FIP3;GABPA;CLASP1;CDK5RAP2;CEP78;DMAC2L;PLK4;IQCB1;ODF2;IFT122;PRKAB1;LZTFL1;MAPK12;SIRT3;ATAT1;NCOR1;CREB1;IFT81;TMEM11;RP2;AKAP9;MKS1;B9D1;CEP63;CEP89,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Mitochondrial tRNA Aminoacylation,8/21,0.0014964396639397788,11.426504934830106,138.73601480658473,RARS2;AARS2;SARS2;PPA2;NARS2;DARS2;TARS2;FARS2,Rpl22l1,rmats,1029,Reactome_Pathways_2024
RHO GTPase Cycle,46/450,0.0017570503616535591,2.1506249811145914,25.374637929713202,FAM13B;GARRE1;ARHGEF26;ROCK2;SRC;ITSN1;FAF2;DOCK7;ARHGDIG;ARHGAP19;ARHGAP17;OSBPL11;LRRC1;ARHGAP12;AKAP12;ABR;RACGAP1;CHN1;NCK2;FLOT1;ANKFY1;PLXNA1;GIT1;TMPO;GIT2;JAG1;DST;STARD8;FRS2;MACO1;KCTD3;PTPN13;CIT;KTN1;WDR11;VANGL1;ANLN;CCDC88A;VANGL2;FMNL2;SHKBP1;DLG5;ABI1;PHIP;PLXNB1;PICALM,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Membrane Trafficking,58/633,0.0030184757763624032,1.9110159853132136,21.21889187582359,USP6NL;APP;MCFD2;HIP1;ITSN1;MIA2;GCC2;MIA3;PIK3C2A;CLINT1;KIF15;AKT2;PPP6R3;CTSC;SH3D19;RAB8B;DENND2A;VPS37C;TSC2;VPS37A;EPS15L1;PRKAB1;ARFGAP1;EPN1;EPN2;CTTN;TBC1D20;NAA35;SRC;DCTN4;GOSR2;COPS7B;PLA2G6;KLC1;CBL;AGPAT3;ARFRP1;GGA1;RACGAP1;KIF3A;TBC1D14;PIP5K1C;EPS15;SEC31A;SEC16A;GALNT1;TRAPPC8;TRAPPC9;AP2B1;SEC23IP;KIF18B;GOLGB1;CHMP2A;RAB3GAP2;COPG2;VPS45;SEC24C;PICALM,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Anchoring of the Basal Body to the Plasma Membrane,16/97,0.005865854507427007,3.683472877286632,37.96015368517237,PLK4;CEP57;IQCB1;C2CD3;ODF2;CEP164;PCM1;AKAP9;NPHP1;MKS1;B9D1;CEP63;CLASP1;CDK5RAP2;CEP78;CEP89,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Regulation of TP53 Activity,21/160,0.01166939975667019,2.8225419664268587,26.81394763563982,BLM;PRKAA1;TBP;MAPKAP1;BRCA1;PPP2R5C;PRKAB1;GATAD2A;RAD50;TTC5;AKT2;CDK2;MDM2;EP300;MDM4;RAD1;KMT5A;RFFL;BANP;MAP2K6;RAD9A,Rpl22l1,rmats,1029,Reactome_Pathways_2024
"Cell Cycle, Mitotic",47/516,0.015405363231601885,1.8881313537057223,17.213758513225617,CEP57;PSMD14;SRC;PRIM1;CEP164;PDS5A;PCM1;ORC1;AKT2;EP300;KMT5A;BTRC;E2F6;LCMT1;POLE;CLASP1;CDK5RAP2;CEP78;TMPO;NDEL1;CLASP2;PLK4;CENPT;NEK9;UBE2I;ESCO1;NUP155;ODF2;FBXW11;PPP2R5B;CDC7;VRK1;PPP2R5C;EML4;STAG1;WEE1;TFDP2;NME7;CDK2;AKAP9;CENPL;CHMP2A;NUP35;CEP63;NCAPD3;ITGB3BP;MCPH1,Rpl22l1,rmats,1029,Reactome_Pathways_2024
DNA Repair,32/312,0.02120798588267857,2.1425419114486317,18.644078938392767,BLM;PAXIP1;PNKP;COPS7B;BRCA1;NSD2;USP1;PMS2;POLI;POLE;RNF111;MUTYH;ACD;KDM4B;UBE2I;EYA2;EYA3;XRCC3;REV1;FANCA;RAD23A;PALB2;FANCG;RAD51D;RAD50;FANCD2;CDK2;UBE2V2;RAD1;DTL;RAD18;RAD9A,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Constitutive Signaling by AKT1 E17K in Cancer,7/26,0.028409396660290617,6.832011535688537,56.40741218061345,CREB1;CHUK;MAPKAP1;AKT2;RPS6KB2;MDM2;TSC2,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Cilium Assembly,23/200,0.028409396660290617,2.427592636272759,20.009320739265174,PLK4;CEP57;IQCB1;C2CD3;ODF2;CEP164;IFT122;LZTFL1;ATAT1;PCM1;IFT81;KIF3A;RP2;AKAP9;NPHP1;MKS1;B9D1;CEP63;RAB11FIP3;CLASP1;CDK5RAP2;CEP78;CEP89,Rpl22l1,rmats,1029,Reactome_Pathways_2024
Mitochondrial tRNA aminoacylation,8/21,0.004041457620438849,11.426504934830106,138.73601480658473,RARS2;AARS2;SARS2;PPA2;NARS2;DARS2;TARS2;FARS2,Rpl22l1,rmats,1029,BioPlanet_2019
"BRCA1, BRCA2 and ATR roles in cancer susceptibility",8/22,0.004041457620438849,10.609766335525395,124.51312267743992,RAD50;FANCD2;FANCA;MRE11A;RAD1;BRCA1;FANCG;RAD9A,Rpl22l1,rmats,1029,BioPlanet_2019
"Androgen receptor signaling, proteolysis, and transcription regulation",15/88,0.013250153647436426,3.8295371646267324,38.84238063532421,UBE2I;RNF14;ROCK2;SRC;LIMK2;UBE3A;BRCA1;PTK2;CREB1;NCOR1;MDM2;EP300;FLNA;PATZ1;RAD9A,Rpl22l1,rmats,1029,BioPlanet_2019
mTOR signaling pathway,17/113,0.01630533165265123,3.302814146903821,31.864475420756932,EIF4A2;PRKAA1;FBXW11;CAB39L;STRADA;POLDIP3;MAPKAP1;VEGFB;TSC2;VEGFA;RRAGB;AKT2;RPS6KA2;CDK2;RPS6KB2;EIF4E2;EIF4G1,Rpl22l1,rmats,1029,BioPlanet_2019
Ubiquitin-mediated proteolysis,18/136,0.036433818252809815,2.844590856510587,24.030926277932764,UBE2F;UBE2H;UBE2I;CUL5;FBXW11;MGRN1;WWP1;UBE3A;BRCA1;CBL;UBE2J1;UBOX5;ITCH;MDM2;UBA3;TRIP12;BTRC;BIRC2,Rpl22l1,rmats,1029,BioPlanet_2019
MicroRNA regulation of DNA damage response,12/70,0.036433818252809815,3.8476248601363037,32.4670434983388,RAD50;CREB1;FANCD2;CDK2;TLK2;MDM2;TLK1;MRE11A;RAD1;BRCA1;BID;RAD9A,Rpl22l1,rmats,1029,BioPlanet_2019
