Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,event,type,gene_number,db
Intracellular Membrane-Bounded Organelle (GO:0043231),347/5175,1.6478448452218202e-6,1.49045675640873,28.343249820693096,PANK4;ATF2;PANK2;ZMYND8;ITSN1;CCNC;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;ZMIZ2;RPS6KA2;CPNE1;ANKFY1;UBAP2L;RNF111;TMPO;ESCO1;DDX11;SLC35C2;NSMCE2;PRKCD;IFRD1;DNTTIP1;RECQL;HNF1B;RFX1;ACTN4;ARMC8;JMJD7;PRKAB1;MED6;RRAGB;AKAP9;PAXIP1;SRCAP;DCUN1D1;COPS7B;BAZ2B;GMCL1;UBE2J1;MTDH;FXR1;DHX30;DGUOK;RACGAP1;PCBP3;PCBP2;DPH3;ATP6V0A2;PUSL1;PATZ1;RAB11FIP3;KAT14;SEC31A;SRPK2;RABGAP1L;ZRANB1;SETDB1;TIPARP;INTS3;XRCC3;INTS2;UPF3B;TMEM192;CDC7;MEMO1;PTK2;SRPK1;FAM220A;MLLT10;HNRNPM;STAG1;GOLGB1;PPT2;PKIG;RAD18;PSME3IP1;PHF3;CEP57;SETD5;SLC35F6;INTS14;HIP1;SETD6;TDRP;ZBTB8OS;MIA3;BRCA1;OSBPL11;MED15;N4BP2L2;CLINT1;MED14;ZMYM2;XPO4;NELFB;GPRASP1;CTSC;GABPA;APPL1;TOP3B;PBRM1;SPHK2;STRADA;UCHL5;SIRT3;MED22;RAD51D;NCOR1;CTTN;SLTM;HNRNPH1;MED20;MTF2;HNRNPH2;SLU7;URM1;AKAP8;HTT;GGA1;BTAF1;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;EPS15;NKTR;TRMT10B;MYEF2;ATAD5;PCGF5;PCGF2;YLPM1;APTX;GATAD2A;RNF146;SEC23IP;ITCH;TFAP4;SNX14;TTC3;TACC3;ZYX;MITD1;TRIP12;CRLF3;EEF1AKMT2;CRTC2;MIDN;DGKD;PRDM4;FMR1;PRDM5;CTNND1;JADE1;INPPL1;UBP1;HIKESHI;CIB1;RPL10A;GRB14;EP300;KMT5A;MAP3K7;SLC30A9;TLE1;KDM2B;FBXW11;USP4;USP3;PUS1;IPMK;TSC2;VRK1;CFAP410;THOC7;FANCD2;UBE2V2;SRSF4;PHIP;PPIG;GEMIN8;KMT2E;BLM;ANKRD16;PSMD14;YTHDC1;ARHGAP19;HTRA2;PDS5A;BCL2L12;BAG6;SBNO1;IRAK1;ORC1;DEAF1;SAFB2;TBC1D14;RPRD1B;ZC3H13;UBE2F;OSBPL9;TIA1;UBE2H;UBE2I;CBX5;POU2F1;PHF12;STYX;FANCA;RFXANK;MACO1;CLK4;PALB2;LSM4;CLK2;LSM2;CLK1;COPRS;UBOX5;KIF18B;HOOK2;MOB2;CNOT2;TADA3;CDK2;MDM2;UBA3;PIR;MDM4;NF2;OSBPL1A;NIT1;FGFR2;MDM1;PICALM;RAD9A;EIF4G1;RERE;KDM5A;KDM5C;RNF14;FHL1;HP1BP3;CEP164;DDX42;CHD6;UFSP2;PIK3C2A;YBX3;RESF1;SENP6;RBM4;SART3;PPP6R3;SNAPC4;DNMT3B;TLK2;TLK1;GUSB;POLE;ILKAP;RBM6;SUN1;USP48;TBP;DST;AKTIP;ATRX;PPP2R5B;RAD23A;VPS37A;PEX2;PPP2R5C;TRNAU1AP;SAFB;EPN2;MMS22L;TRAF7;ELF2;CREB1;PKM;TFDP2;IRF1;RBMS1;BIRC2;ITGB3BP;LAMA5;PRKAA1;RBM47;KDM3A;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;PNKP;LENG8;AMBRA1;CLCN3;RMND5B;CECR2;NFS1;TAF1B;TGS1;RALY;DRAM2;E2F6;UBQLN4;MTA3;SMNDC1;MUTYH;TCF7L2;KDM4B;EYA2;SMOX;RNF25;SWT1;EYA3;LIMK2;PTPN12;MCOLN1;PTPN13;USP28;USF2;CHFR;MAPK12;NAP1L4;RAD50;WEE1;KANSL1;BRMS1L;DOLPP1;DNAJA3;TAF8;ACIN1;RGS12;BCOR;PFKM;TRIM33;TNRC6A;SSBP4,Rpl22l1,SE,rmats,1029,GO_Cellular_Component_2023
Nucleus (GO:0005634),300/4487,2.2815848370365055e-5,1.4530572288712564,22.806244032809303,PANK4;ATF2;PANK2;ZMYND8;CCNC;SMC6;RBPJ;GPATCH8;TIAL1;AKT2;ZMIZ2;RPS6KA2;CPNE1;UBAP2L;RNF111;TMPO;ESCO1;DDX11;NSMCE2;PRKCD;IFRD1;DNTTIP1;RECQL;HNF1B;ACTN4;ARMC8;JMJD7;PRKAB1;MED6;RRAGB;PAXIP1;SRCAP;DCUN1D1;COPS7B;BAZ2B;GMCL1;UBE2J1;MTDH;FXR1;DHX30;DGUOK;RACGAP1;PCBP3;PCBP2;DPH3;PATZ1;KAT14;SRPK2;RABGAP1L;ZRANB1;SETDB1;TIPARP;INTS3;XRCC3;INTS2;UPF3B;TMEM192;CDC7;MEMO1;PTK2;SRPK1;FAM220A;MLLT10;HNRNPM;STAG1;PKIG;RAD18;PSME3IP1;PHF3;CEP57;SETD5;INTS14;HIP1;SETD6;TDRP;ZBTB8OS;BRCA1;MED15;N4BP2L2;MED14;ZMYM2;XPO4;NELFB;GPRASP1;GABPA;APPL1;TOP3B;PBRM1;SPHK2;STRADA;UCHL5;SIRT3;MED22;RAD51D;NCOR1;SLTM;HNRNPH1;MED20;MTF2;HNRNPH2;SLU7;URM1;AKAP8;HTT;RNF138;NSD2;USP1;FLNA;PMS2;MARCHF7;METTL6;NKTR;TRMT10B;MYEF2;ATAD5;PCGF5;PCGF2;YLPM1;APTX;GATAD2A;RNF146;TFAP4;TTC3;ZYX;TRIP12;CRLF3;EEF1AKMT2;CRTC2;MIDN;DGKD;PRDM4;FMR1;PRDM5;CTNND1;JADE1;INPPL1;UBP1;HIKESHI;CIB1;RPL10A;EP300;KMT5A;MAP3K7;SLC30A9;TLE1;KDM2B;FBXW11;USP4;USP3;PUS1;IPMK;TSC2;VRK1;THOC7;FANCD2;UBE2V2;SRSF4;PHIP;PPIG;GEMIN8;KMT2E;BLM;ANKRD16;PSMD14;YTHDC1;HTRA2;PDS5A;BCL2L12;BAG6;SBNO1;IRAK1;ORC1;DEAF1;SAFB2;RPRD1B;ZC3H13;UBE2F;TIA1;UBE2H;UBE2I;CBX5;POU2F1;PHF12;STYX;FANCA;RFXANK;MACO1;CLK4;PALB2;LSM4;CLK2;LSM2;CLK1;COPRS;UBOX5;KIF18B;MOB2;CNOT2;TADA3;CDK2;MDM2;UBA3;PIR;MDM4;NF2;NIT1;FGFR2;MDM1;PICALM;RAD9A;EIF4G1;RERE;KDM5A;KDM5C;RNF14;FHL1;HP1BP3;DDX42;CHD6;UFSP2;YBX3;RESF1;SENP6;RBM4;SART3;PPP6R3;SNAPC4;DNMT3B;TLK2;TLK1;POLE;ILKAP;RBM6;USP48;TBP;DST;AKTIP;ATRX;PPP2R5B;RAD23A;PPP2R5C;TRNAU1AP;SAFB;MMS22L;ELF2;CREB1;PKM;TFDP2;IRF1;RBMS1;BIRC2;ITGB3BP;LAMA5;PRKAA1;RBM47;KDM3A;USP15;PPM1M;MGRN1;POLDIP3;DCTN4;PNKP;LENG8;AMBRA1;RMND5B;CECR2;NFS1;TAF1B;TGS1;RALY;E2F6;UBQLN4;MTA3;SMNDC1;MUTYH;TCF7L2;KDM4B;EYA2;RNF25;SWT1;EYA3;LIMK2;PTPN12;PTPN13;USP28;USF2;CHFR;MAPK12;NAP1L4;RAD50;WEE1;KANSL1;BRMS1L;TAF8;ACIN1;RGS12;BCOR;PFKM;TRIM33;SSBP4,Rpl22l1,SE,rmats,1029,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),20/143,0.004437430072179346,3.0373790358319837,30.43305316917395,IQCB1;EPB41;LIMK2;CKAP2;CDC7;EML2;EML4;ATAT1;KIF18B;ZZZ3;NCOR1;RACGAP1;TFDP2;TADA3;TACC3;MAP4;LSM14A;KAT14;CLASP1;CLASP2,Rpl22l1,SE,rmats,1029,GO_Cellular_Component_2023
Clathrin Coat (GO:0030118),6/16,0.007006201766685572,11.120821114369502,103.14682542263544,EPS15L1;CLINT1;EPS15;EPN1;EPN2;PICALM,Rpl22l1,SE,rmats,1029,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),13/76,0.007319042948271249,3.8402074740657417,34.59366942745473,TIA1;STAU1;RBPMS;YTHDF3;FMR1;LARP4B;TIAL1;FXR1;RBM4;ZNFX1;G3BP2;LSM14A;EIF4G1,Rpl22l1,SE,rmats,1029,GO_Cellular_Component_2023
Spindle (GO:0005819),23/210,0.026428577602311515,2.2965522373778717,17.32058198590352,IQCB1;EPB41;LIMK2;PINX1;SPICE1;CKAP2;CDC7;SPATA5;EML2;EML4;ATAT1;ZZZ3;NCOR1;RACGAP1;TFDP2;KIF3A;TADA3;TACC3;MAP4;LSM14A;KAT14;CLASP1;CLASP2,Rpl22l1,SE,rmats,1029,GO_Cellular_Component_2023
Chromosome (GO:0005694),19/164,0.033965761009454504,2.442430863776033,17.43147206366212,BLM;PBRM1;ESCO1;KRR1;FMR1;HP1BP3;PINX1;DNTTIP1;RECQL;SMC6;BRCA1;PDS5A;ZFX;SYCE2;STAG1;FANCD2;PES1;KMT5A;RBM34,Rpl22l1,SE,rmats,1029,GO_Cellular_Component_2023
RNA Binding (GO:0003723),45/1411,1.0007468504866966e-5,2.72550552016145,46.336637195067624,TOP2A;OTUD4;RBM26;STAU1;YTHDC1;FASTKD3;FMR1;SRRT;NUDT1;NOLC1;MKI67;GSPT1;SMG5;TIAL1;MTHFSD;PCBP3;U2AF2;PCBP2;SAFB2;UBAP2L;KHDC4;RBM7;AGFG1;TOE1;PTCD3;CPSF4;CHTOP;RBFOX2;NOSIP;RSRC2;HELZ;PRRC2B;PTBP2;PRRC2A;PUM2;ATXN2L;MOV10;ILF3;FUBP3;CCDC9;GOLGB1;RPUSD3;TARDBP;EIF4G3;R3HDM2,Spen,A3SS,rmats,267,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),13/282,0.013854849173209033,3.7033047448994525,33.60715923422753,CHTOP;RBFOX2;YTHDC1;FMR1;PTBP2;PUM2;TIAL1;ATXN2L;PCBP3;FUBP3;PCBP2;TARDBP;EIF4G3,Spen,A3SS,rmats,267,GO_Molecular_Function_2023
poly(A)-specific Ribonuclease Activity (GO:0004535),3/12,0.03818759783014697,24.904040404040405,190.65462254648838,PAN2;TOE1;CNOT2,Spen,A3SS,rmats,267,GO_Molecular_Function_2023
DNA Binding (GO:0003677),23/846,0.04694632318450039,2.1658566221142164,14.905475976977305,TOP2A;MYRF;MPG;NR1H2;FMR1;SRRT;ATRX;RAD23A;HIF1A;USF1;DEDD2;SIRT3;DRAP1;CAMSAP3;ILF3;FUBP3;CUX1;MSH3;POLR3C;PCBP2;SAFB2;TCF4;TARDBP,Spen,A3SS,rmats,267,GO_Molecular_Function_2023
3'-5'-RNA Exonuclease Activity (GO:0000175),4/34,0.04694632318450039,9.988846641318124,68.50494930422703,TOE1;PAN2;ERI2;CNOT2,Spen,A3SS,rmats,267,GO_Molecular_Function_2023
Histone H3 Methyltransferase Activity (GO:0140938),4/36,0.04694632318450039,9.363593155893536,62.17316695504083,SETD5;PRMT2;NSD2;EHMT1,Spen,A3SS,rmats,267,GO_Molecular_Function_2023
Ubiquitin-Protein Transferase Activity (GO:0004842),14/412,0.04694632318450039,2.688243589488947,17.747187298815682,RNF10;MARCHF2;RNF44;FBXO17;RNF19B;FBXW2;CHFR;UBE2W;TRAF7;ARIH2;ERCC8;BIRC6;CBLL1;RNF111,Spen,A3SS,rmats,267,GO_Molecular_Function_2023
DNA Repair (GO:0006281),14/291,0.04268362406868758,3.8867025299296527,39.40085914080983,MPG;FMR1;ACTR5;ATRX;NUDT1;LIG3;RAD23A;MAD2L2;MSH3;NSD2;ERCC8;MMS19;KMT5B;ATRIP,Spen,A3SS,rmats,267,GO_Biological_Process_2023
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),20/557,0.04268362406868758,2.89447296798076,27.95548020358228,RNF10;PRMT2;MYRF;NR1H2;ACTR5;HNF1B;FOXM1;HIF1A;GATAD2A;MBTD1;RXRB;MAD2L2;EDRF1;ILF3;FUBP3;WAC;MMS19;TCF4;NFRKB;RNF111,Spen,A3SS,rmats,267,GO_Biological_Process_2023
Nucleus (GO:0005634),88/4487,0.005740265984803491,1.7136855633771515,17.103492397668806,PANK4;TOP2A;SETD5;RNF10;MTCH2;RBM26;HDAC10;FMR1;NUDT1;EHMT1;MKI67;FOXM1;SMG5;TIAL1;PPP6R3;ARIH2;UBAP2L;KMT5B;MAF1;RBM7;NFRKB;RNF111;DLGAP5;USP48;RBFOX2;REXO1;PRMT2;AKTIP;ACTR5;IPMK;ATRX;TSC2;NOSIP;HNF1B;LIG3;RAD23A;CDC25C;PTBP2;SIRT3;NCOR2;ILF3;DMTF1;MSH3;WAC;PKP4;BIRC6;CBLL1;HDAC5;MYRF;YTHDC1;SDR39U1;ABRAXAS2;HIF1A;TMA16;RXRB;PCBP3;CUX1;IRAK1;U2AF2;PCBP2;NSD2;SAFB2;KHDC4;ATRIP;RALGDS;CHTOP;KDM4B;RYK;NR1H2;PCGF2;AZIN1;CHFR;USF1;GATAD2A;CLK2;MAD2L2;DRAP1;MOV10;UBE2W;FUBP3;GNPDA2;COPS2;CNOT2;ERCC8;GTF2IRD1;MMS19;TCF4;TARDBP,Spen,A3SS,rmats,267,GO_Cellular_Component_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),97/5175,0.005893342806401763,1.6467055116650835,15.25024890045401,PANK4;MTCH2;HDAC10;FMR1;ECI2;NUDT1;EHMT1;MKI67;TIAL1;UBAP2L;KMT5B;MAF1;NFRKB;RNF111;AGFG1;RBFOX2;IPMK;TSC2;NOSIP;HNF1B;LIG3;CDC25C;PLA2G15;ILF3;DMTF1;MSH3;PKP4;CBLL1;YTHDC1;SDR39U1;HIF1A;PCBP3;IRAK1;PCBP2;SAFB2;KHDC4;ATRIP;RALGDS;CPSF4;CHTOP;AZIN1;CLK2;DRAP1;IFT20;MOV10;UBE2W;FUBP3;GOLGB1;COPS2;CNOT2;GTF2IRD1;MMS19;TCF4;TOP2A;SETD5;RNF10;RBM26;FOXM1;SMG5;PPP6R3;ARIH2;RBM7;DLGAP5;USP48;DBNL;REXO1;PRMT2;AKTIP;ACTR5;ATRX;RAD23A;PTBP2;SIRT3;NCOR2;TRAF7;WAC;BIRC6;HDAC5;MVK;MYRF;ABRAXAS2;TMA16;RXRB;CUX1;U2AF2;NSD2;KDM4B;RYK;NR1H2;PCGF2;CHFR;USF1;GATAD2A;MAD2L2;GNPDA2;ERCC8;TARDBP,Spen,A3SS,rmats,267,GO_Cellular_Component_2023
Nucleus (GO:0005634),65/4487,0.0011501554307837088,2.039617636632562,23.77828525477925,CCNT2;PDCD6;CASC3;SMG7;BRCA2;RESF1;MED12;ING4;METTL13;NTMT1;SNAPC4;NELFE;DDX17;SREBF1;PBRM1;PABPC4;PRKCD;TSC2;VRK1;LIG3;GLRX2;THOC7;GNL3;SUPV3L1;MAU2;LANCL2;ZMYND11;CBLL1;YAP1;ANKRD16;PAXIP1;WDR26;ABRAXAS1;BRAT1;PDS5B;UBE2J2;HDAC6;BCL2L12;CECR2;MAPK7;PCBP3;ZSCAN10;SAFB2;MARCHF7;PMS2;RBM10;MBD4;PHC2;ATAD5;TAF13;FANCA;LSM5;CDK11B;BLTP1;CLK3;USF1;PML;GATAD2A;LSM7;DLG1;CNOT6;PRC1;TTC3;TARDBP;EZH2,Spen,A5SS,rmats,176,GO_Cellular_Component_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),69/5175,0.004571740135563579,1.8588027279616064,17.81674184795546,CCNT2;PDCD6;CASC3;SMG7;BRCA2;RABEPK;RESF1;MED12;ING4;METTL13;NTMT1;SNAPC4;NELFE;DDX17;SREBF1;PBRM1;PABPC4;PRKCD;TSC2;VRK1;LIG3;GLRX2;THOC7;GNL3;GAK;SUPV3L1;MAU2;LANCL2;ZMYND11;CBLL1;YAP1;ANKRD16;PAXIP1;WDR26;ABRAXAS1;BRAT1;PDS5B;UBE2J2;HDAC6;BCL2L12;CECR2;MAPK7;PCBP3;ZSCAN10;SAFB2;MARCHF7;PMS2;RBM10;MBD4;PHC2;ATAD5;TAF13;FANCA;LSM5;CDK11B;BLTP1;CLK3;USF1;PML;GATAD2A;LSM7;DLG1;CNOT6;GLB1;PRC1;POLE2;TTC3;TARDBP;EZH2,Spen,A5SS,rmats,176,GO_Cellular_Component_2023
Protein Phosphatase 4 Complex (GO:0030289),2/5,0.006822153121678874,225.26553672316385,2096.111196622331,PPP4R3A;PPP4R3B,Spen,MXE,rmats,61,GO_Cellular_Component_2023
"Catalytic Activity, Acting On A tRNA (GO:0140101)",6/39,0.0025244440186496806,14.45234604105572,167.78242364745634,AARS2;TYW5;FTSJ1;DUS3L;OSGEP;ANKZF1,Spen,RI,rmats,254,GO_Molecular_Function_2023
RNA Binding (GO:0003723),36/1411,0.0067573789431153415,2.2063586321934947,21.912658434769153,RPL3;AARS2;TUT4;RPL12;SPPL2B;NOLC1;NAT10;MTHFSD;PSMD4;FASTK;KHSRP;SAFB2;LUC7L;HMGN2;PTCD3;TIA1;TYW5;NSUN5;DIMT1;DDX11;HMGA1;LARP7;MRPL28;TRMT1;LSM5;CDK11B;GTPBP4;CLK3;JMJD6;SRPK1;LSM7;SYF2;RPUSD3;ZYX;SNRPA1;DUS3L,Spen,RI,rmats,254,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),13/342,0.04240227039159037,3.183556357123939,24.480154613304336,CDC7;CDK11B;CLK3;SRPK1;CAMKK2;CLK2;MAPK7;FASTK;PHKG2;RPS6KB2;CDK10;SIK2;CSNK1G2,Spen,RI,rmats,254,GO_Molecular_Function_2023
tRNA Modification (GO:0006400),10/67,1.5279985759368048e-5,14.156600517687663,258.1783468723872,CTU2;AARS2;ANKRD16;TYW5;TRMT1;PUSL1;FTSJ1;DUS3L;TRMT61A;OSGEP,Spen,RI,rmats,254,GO_Biological_Process_2023
RNA Modification (GO:0009451),8/51,1.531466958764252e-4,14.901115522783135,227.08276145471703,AARS2;ANKRD16;TSR3;NAT10;TRMT1;FTSJ1;OSGEP;JMJD6,Spen,RI,rmats,254,GO_Biological_Process_2023
Regulation Of mRNA Processing (GO:0050684),6/35,0.001943730482950419,16.449110122358174,201.74851199189158,TIA1;SAFB2;LARP7;CDK11B;JMJD6;SRPK1,Spen,RI,rmats,254,GO_Biological_Process_2023
Regulation Of RNA Splicing (GO:0043484),9/102,0.001943730482950419,7.7628703094140885,93.19479205266072,TIA1;TRRAP;FASTK;LARP7;CCNL2;CLK3;JMJD6;CLK2;SRPK1,Spen,RI,rmats,254,GO_Biological_Process_2023
Histone Modification (GO:0016570),7/81,0.014859031751480529,7.5338658496553235,71.3923019835828,ING4;HDAC5;KAT5;TRRAP;BRD8;DMAP1;SUDS3,Spen,RI,rmats,254,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),13/288,0.014859031751480529,3.8192832893247832,35.76606416171952,TRRAP;PARP2;INTS3;ACTR5;LRWD1;TYMS;RECQL5;ERCC1;PWWP3A;ADPRS;MMS19;RAD9A;MUTYH,Spen,RI,rmats,254,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),5/36,0.014859031751480529,12.770436585049877,119.42959586682564,KAT5;TRRAP;MMS19;BRD8;DMAP1,Spen,RI,rmats,254,GO_Biological_Process_2023
DNA Repair (GO:0006281),13/291,0.014859031751480529,3.7774858951013464,34.98158312000517,TRRAP;PARP2;INTS3;ACTR5;RECQL5;KAT5;ERCC1;PWWP3A;ADPRS;MMS19;MPND;RAD9A;MUTYH,Spen,RI,rmats,254,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),15/384,0.014859031751480529,3.295744463720788,29.59861578397429,TRRAP;PARP2;DDX11;INTS3;BRAT1;HTRA2;SIRT7;RECQL5;KAT5;ERCC1;PWWP3A;ADPRS;MMS19;RAD9A;MUTYH,Spen,RI,rmats,254,GO_Biological_Process_2023
Histone H2A Acetylation (GO:0043968),4/21,0.014859031751480529,18.568470588235293,166.40013836628853,KAT5;TRRAP;BRD8;DMAP1,Spen,RI,rmats,254,GO_Biological_Process_2023
Histone H4 Acetylation (GO:0043967),5/39,0.014859031751480529,11.641861563902669,104.30639808195494,ING4;KAT5;TRRAP;BRD8;DMAP1,Spen,RI,rmats,254,GO_Biological_Process_2023
Regulation Of Organelle Organization (GO:0033043),7/100,0.030503402109936233,5.988899046624004,48.829626880189,CAMSAP3;CLN3;RHOT1;TMEM33;ACTR5;VPS11;SIRT7,Spen,RI,rmats,254,GO_Biological_Process_2023
tRNA Processing (GO:0008033),5/50,0.0373630399743163,8.791164658634537,68.3092990191575,AARS2;ANKRD16;TRMT1;FTSJ1;OSGEP,Spen,RI,rmats,254,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),12/298,0.0373630399743163,3.373981390510316,25.980502494684718,ING4;ZBTB17;KAT5;TRRAP;ACTR5;MDM2;CDK10;HTRA2;CCNL2;BRD8;DMAP1;CDK11B,Spen,RI,rmats,254,GO_Biological_Process_2023
Positive Regulation Of DNA Recombination (GO:0045911),5/51,0.0373630399743163,8.599615854723242,66.02217584622915,KAT5;TRRAP;MMS19;BRD8;DMAP1,Spen,RI,rmats,254,GO_Biological_Process_2023
Protein Acetylation (GO:0006473),4/29,0.0373630399743163,12.62144,96.71595312453542,ING4;KAT5;NAA10;NAT10,Spen,RI,rmats,254,GO_Biological_Process_2023
Swr1 Complex (GO:0000812),4/12,0.0011308859139667544,39.476,448.59975437664946,KAT5;TRRAP;BRD8;DMAP1,Spen,RI,rmats,254,GO_Cellular_Component_2023
INO80-type Complex (GO:0097346),5/25,0.0011308859139667544,19.805220883534137,221.76999570777465,KAT5;TRRAP;ACTR5;BRD8;DMAP1,Spen,RI,rmats,254,GO_Cellular_Component_2023
Nucleus (GO:0005634),83/4487,0.005722865054836088,1.6908950395971765,15.50655400890961,RPL3;TRRAP;CRTC1;TECR;NAT10;MED12;ING4;KAT5;PSMD4;KHSRP;CCNL2;HMGN2;BCAS2;HES6;PARP2;DDX11;ACTR5;SIRT7;JMJD8;GTPBP4;SREBF2;EML3;JMJD6;ASPM;MAU2;NPEPL1;CTDSP1;SYF2;ADPRS;SNRPA1;SIK2;CSNK1G2;HDAC5;ANKRD16;BRAT1;HTRA2;LENG8;RNPC3;TYMS;CENPA;OSGEP;CLN3;PRDX5;RECQL5;MAPK7;RACGAP1;ZSCAN10;SAFB2;BRD8;SUDS3;DMAP1;MAP2K7;S100PBP;MUTYH;TIA1;RANBP3;CPSF1;NAA10;INTS3;NR1H2;HMGA1;LARP7;CDC7;TRMT1;LRWD1;LSM5;CDK11B;CLK3;SRPK1;CLK2;FIBP;LSM7;CNOT6;MIS18A;ZYX;PWWP3A;MDM2;CDK10;MMS19;PTPN6;TRMT61A;SSBP4;RAD9A,Spen,RI,rmats,254,GO_Cellular_Component_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),91/5175,0.011013776594630296,1.6100577777992306,13.247973181400047,RPL3;TRRAP;CRTC1;TECR;NAT10;MED12;ING4;KAT5;PSMD4;KHSRP;CCNL2;HMGN2;BCAS2;HES6;PARP2;IST1;DDX11;ACTR5;SIRT7;JMJD8;GTPBP4;SREBF2;EML3;JMJD6;ASPM;MAU2;TRAPPC6A;NPEPL1;RABEP2;CTDSP1;SYF2;ADPRS;SNRPA1;SIK2;CSNK1G2;HDAC5;VAC14;ANKRD16;SLC66A1;BRAT1;HTRA2;LENG8;RNPC3;TYMS;CENPA;OSGEP;CLN3;PRDX5;RECQL5;MAPK7;RACGAP1;ZSCAN10;SAFB2;BRD8;SUDS3;DMAP1;PUSL1;MAP2K7;S100PBP;MUTYH;TIA1;RANBP3;CPSF1;NAA10;INTS3;NR1H2;HMGA1;LARP7;CDC7;TRMT1;LRWD1;LSM5;CDK11B;CLK3;SRPK1;CLK2;FIBP;LSM7;CNOT6;MIS18A;DAB1;CLCN4;ZYX;PWWP3A;MDM2;CDK10;MMS19;PTPN6;TRMT61A;SSBP4;RAD9A,Spen,RI,rmats,254,GO_Cellular_Component_2023
H4/H2A Histone Acetyltransferase Complex (GO:0043189),4/29,0.012924322003694318,12.62144,96.71595312453542,KAT5;TRRAP;BRD8;DMAP1,Spen,RI,rmats,254,GO_Cellular_Component_2023
NuA4 Histone Acetyltransferase Complex (GO:0035267),4/29,0.012924322003694318,12.62144,96.71595312453542,KAT5;TRRAP;BRD8;DMAP1,Spen,RI,rmats,254,GO_Cellular_Component_2023
U2-type Spliceosomal Complex (GO:0005684),6/90,0.023830693305309177,5.663018433179723,39.05679738036203,LSM7;SYF2;LUC7L;SNRPA1;LSM5;BCAS2,Spen,RI,rmats,254,GO_Cellular_Component_2023
Nuclear Chromosome (GO:0000228),6/95,0.027618230473351768,5.343512142080464,35.35151749592488,KAT5;TRRAP;ACTR5;BRD8;DMAP1;SUDS3,Spen,RI,rmats,254,GO_Cellular_Component_2023
Nucleolus (GO:0005730),20/771,0.03562709919981121,2.1617899780349847,13.351819933154118,RPL3;PPP1R12A;NAA10;NSUN5;PARP2;DIMT1;DDX11;TUT4;SPPL2B;NOLC1;NAT10;SIRT7;LRWD1;GTPBP4;JMJD6;ABTB1;TAF1D;KAT5;MDM2;PTPN6,Spen,RI,rmats,254,GO_Cellular_Component_2023
"Phosphatidylinositol 3-Kinase Complex, Class III (GO:0035032)",2/6,0.03562709919981121,39.17063492063492,237.44700740741658,BECN1;VAC14,Spen,RI,rmats,254,GO_Cellular_Component_2023
Nuclear Lumen (GO:0031981),20/780,0.03562709919981121,2.135177687809267,12.902235904555784,RPL3;PPP1R12A;NAA10;NSUN5;PARP2;DIMT1;DDX11;TUT4;SPPL2B;NOLC1;NAT10;SIRT7;LRWD1;GTPBP4;JMJD6;ABTB1;TAF1D;KAT5;MDM2;PTPN6,Spen,RI,rmats,254,GO_Cellular_Component_2023
U6 snRNP (GO:0005688),2/7,0.04447840901954221,31.334920634920636,179.66786155110043,LSM7;LSM5,Spen,RI,rmats,254,GO_Cellular_Component_2023
