go,symbol
GO:0010499,PSMA5
GO:0010499,PSMA6
GO:0010499,PSMA7
GO:0010499,PSMB1
GO:0010499,PSMB2
GO:0010499,PSMB3
GO:0010499,PSMB4
GO:0010499,PSMB5
GO:0010499,PSMB6
GO:0010499,PSMB7
GO:0010499,PSME4
GO:0010506,BECN1
GO:0010506,CUL4A
GO:0010506,CUL4B
GO:0010506,DCAF12
GO:0010506,DDB1
GO:0010506,PIK3C3
GO:0010506,PIK3R4
GO:0010506,RBX1
GO:0010506,SMCR8
GO:0010506,UVRAG
GO:0010506,WDR41
GO:0010507,MLST8
GO:0010507,MTOR
GO:0010507,RPTOR
GO:0010508,ATG101
GO:0010508,ATG13
GO:0010508,CCNY
GO:0010508,CDK16
GO:0010508,RB1CC1
GO:0010508,ULK1
GO:0010564,BIN1
GO:0010564,BTRC
GO:0010564,CCNF
GO:0010564,CUL1
GO:0010564,FBXW2
GO:0010564,MYC
GO:0010564,RBX1
GO:0010564,SKP1
GO:0010572,FLNA
GO:0010572,GP1BA
GO:0010572,GP1BB
GO:0010572,GP5
GO:0010572,GP9
GO:0010628,TNC
GO:0010718,TNXB
GO:0010755,PLAU
GO:0010755,PLAUR
GO:0010756,ANXA2
GO:0010756,S100A10
GO:0010757,PLAT
GO:0010757,PLAU
GO:0010757,SERPINE1
GO:0010803,TRIM27
GO:0010803,USP7
GO:0010824,CUL1
GO:0010824,FBXL13
GO:0010824,RBX1
GO:0010824,SKP1
GO:0010833,CTC1
GO:0010833,STN1
GO:0010833,TEN1
GO:0010837,IL17RA
GO:0010837,IL17RB
GO:0010837,IL25
GO:0010837,TRAF3IP2
GO:0010881,RYR2
GO:0010968,HAUS1
GO:0010968,HAUS2
GO:0010968,HAUS3
GO:0010968,HAUS4
GO:0010968,HAUS5
GO:0010968,HAUS6
GO:0010968,HAUS7
GO:0010968,HAUS8
GO:0010971,RRM1
GO:0010971,RRM2B
GO:0010976,NLGN1
GO:0010976,NRXN1
GO:0010976,TNN
GO:0010977,TNR
GO:0010989,LDLR
GO:0010996,CHRNA10
GO:0010996,CHRNA9
GO:0012506,SLC30A4
GO:0012506,SLC30A7
GO:0014012,TNC
GO:0014032,FGF12
GO:0014032,NOLC1
GO:0014032,TCOF1
GO:0014033,CUL1
GO:0014033,FBXL17
GO:0014033,RBX1
GO:0014033,SKP1
GO:0014041,CDK5
GO:0014041,CDK5R2
GO:0014731,ADD1
GO:0014731,ADD2
GO:0014731,ADD3
GO:0014802,RYR1
GO:0014802,RYR2
GO:0014808,RYR2
GO:0014861,KCNJ2
GO:0015014,EXT1
GO:0015014,EXT2
GO:0015020,UGT2B7
GO:0015026,CD8A
GO:0015026,CD8B
GO:0015026,CD8B1
GO:0015031,APBA1
GO:0015031,CASK
GO:0015031,LIN7A
GO:0015031,LIN7B
GO:0015031,LIN7C
GO:0015031,MVP
GO:0015031,PARP4
GO:0015031,TEP1
GO:0015078,ATP1A1
GO:0015078,ATP1B1
GO:0015078,FXYD1
GO:0015078,FXYD2
GO:0015078,FXYD3
GO:0015078,FXYD4
GO:0015078,FXYD5
GO:0015078,FXYD6
GO:0015078,FXYD7
GO:0015175,ACE2
GO:0015175,SLC3A2
GO:0015175,SLC6A19
GO:0015175,SLC7A10
GO:0015175,SLC7A5
GO:0015175,SLC7A6
GO:0015175,SLC7A7
GO:0015175,SLC7A8
GO:0015184,SLC3A1
GO:0015184,SLC7A9
GO:0015271,KCNE1
GO:0015271,KCNQ1
GO:0015277,GRIK1
GO:0015277,GRIK2
GO:0015277,GRIK3
GO:0015277,GRIK4
GO:0015277,GRIK5
GO:0015280,SCNN1A
GO:0015280,SCNN1B
GO:0015280,SCNN1D
GO:0015280,SCNN1G
GO:0015292,MCU
GO:0015292,MCUB
GO:0015292,MICU1
GO:0015292,MICU2
GO:0015292,MICU3
GO:0015292,SMDT1
GO:0015297,SLC30A1
GO:0015297,SLC30A10
GO:0015297,SLC30A2
GO:0015297,SLC30A3
GO:0015297,SLC30A4
GO:0015297,SLC30A5
GO:0015297,SLC30A6
GO:0015297,SLC30A7
GO:0015297,SLC30A8
GO:0015327,SLC3A2
GO:0015327,SLC7A11
GO:0015459,GABBR1
GO:0015459,GABBR2
GO:0015467,KCNJ3
GO:0015467,KCNJ5
GO:0015485,ERLIN1
GO:0015485,ERLIN2
GO:0015629,ACTR2
GO:0015629,ACTR3
GO:0015629,ACTR3B
GO:0015629,ARPC1A
GO:0015629,ARPC1B
GO:0015629,ARPC2
GO:0015629,ARPC3
GO:0015629,ARPC4
GO:0015629,ARPC5
GO:0015629,ARPC5L
GO:0015629,CAPZA1
GO:0015629,CAPZA2
GO:0015629,CAPZB
GO:0015630,AURKB
GO:0015630,BIRC5
GO:0015630,CDCA8
GO:0015630,INCENP
GO:0015630,KATNA1
GO:0015630,KATNAL1
GO:0015630,KATNAL2
GO:0015630,KATNB1
GO:0015630,KATNBL1
GO:0015670,HBA-A1
GO:0015670,HBA-A2
GO:0015670,HBA-X
GO:0015670,HBA1
GO:0015670,HBA2
GO:0015670,HBB
GO:0015670,HBB-B1
GO:0015670,HBB-B2
GO:0015670,HBB-BH1
GO:0015670,HBB-Y
GO:0015670,HBD
GO:0015670,HBE1
GO:0015670,HBG1
GO:0015670,HBG2
GO:0015670,HBZ
GO:0015671,HBA-A1
GO:0015671,HBA-A2
GO:0015671,HBA-X
GO:0015671,HBA1
GO:0015671,HBA2
GO:0015671,HBB
GO:0015671,HBB-B1
GO:0015671,HBB-B2
GO:0015671,HBB-BH1
GO:0015671,HBB-Y
GO:0015671,HBD
GO:0015671,HBE1
GO:0015671,HBG1
GO:0015671,HBG2
GO:0015671,HBZ
GO:0015889,AMN
GO:0015889,CUBN
GO:0015914,OSBP
GO:0015914,VAPA
GO:0015918,OSBP
GO:0015918,VAPA
GO:0015986,ATP5F1A
GO:0015986,ATP5F1B
GO:0015986,ATP5F1C
GO:0015986,ATP5F1D
GO:0015986,ATP5F1E
GO:0015986,ATP5MC1
GO:0015986,ATP5MC2
GO:0015986,ATP5MC3
GO:0015986,ATP5ME
GO:0015986,ATP5MF
GO:0015986,ATP5MG
GO:0015986,ATP5MGL
GO:0015986,ATP5MJ
GO:0015986,ATP5MK
GO:0015986,ATP5PB
GO:0015986,ATP5PD
GO:0015986,ATP5PF
GO:0015986,ATP5PO
GO:0015986,ATP6
GO:0015986,ATP8
GO:0016010,DTNB
GO:0016010,SGCA
GO:0016010,SGCB
GO:0016010,SGCD
GO:0016010,SGCE
GO:0016010,SGCG
GO:0016010,SGCZ
GO:0016010,SNTA1
GO:0016010,SNTB1
GO:0016010,SNTG1
GO:0016010,SSPN
GO:0016010,UTRN
GO:0016020,AMN
GO:0016020,APBA1
GO:0016020,ATP10B
GO:0016020,ATP11B
GO:0016020,ATP6AP1
GO:0016020,ATP6AP2
GO:0016020,ATP6V0A1
GO:0016020,ATP6V0B
GO:0016020,ATP6V0C
GO:0016020,ATP6V1A
GO:0016020,ATP6V1D
GO:0016020,ATP6V1F
GO:0016020,ATP6V1H
GO:0016020,ATP8B3
GO:0016020,CALM1
GO:0016020,CALM2
GO:0016020,CALM3
GO:0016020,CASK
GO:0016020,CUBN
GO:0016020,KCNQ1
GO:0016020,LIN7A
GO:0016020,LIN7B
GO:0016020,LIN7C
GO:0016020,PKD1
GO:0016020,PKD2
GO:0016020,RNASEK
GO:0016020,SRPRA
GO:0016020,SRPRB
GO:0016020,TMEM30A
GO:0016020,TNFRSF6B
GO:0016020,TNFSF14
GO:0016035,MAD2L2
GO:0016035,POLD2
GO:0016035,POLD3
GO:0016035,REV3L
GO:0016055,PKD1
GO:0016055,PKD2
GO:0016064,IL21
GO:0016064,IL21R
GO:0016064,IL2RG
GO:0016071,ALYREF
GO:0016071,EIF4A3
GO:0016071,MAGOH
GO:0016071,RBM8A
GO:0016175,CYBA
GO:0016175,CYBB
GO:0016175,NCF1
GO:0016175,NCF2
GO:0016175,NCF4
GO:0016175,RAC1
GO:0016175,RAC2
GO:0016175,RAC3
GO:0016180,INTS1
GO:0016180,INTS10
GO:0016180,INTS11
GO:0016180,INTS12
GO:0016180,INTS13
GO:0016180,INTS14
GO:0016180,INTS2
GO:0016180,INTS3
GO:0016180,INTS4
GO:0016180,INTS5
GO:0016180,INTS6
GO:0016180,INTS7
GO:0016180,INTS8
GO:0016180,INTS9
GO:0016183,AP3B2
GO:0016183,AP3D1
GO:0016183,AP3M2
GO:0016183,AP3S1
GO:0016183,AP3S2
GO:0016192,AP1B1
GO:0016192,AP1G1
GO:0016192,AP1M1
GO:0016192,AP1M2
GO:0016192,AP1S1
GO:0016192,AP1S2
GO:0016192,AP1S3
GO:0016192,AP2A1
GO:0016192,AP2A2
GO:0016192,AP2B1
GO:0016192,AP2M1
GO:0016192,AP2S1
GO:0016192,AP3B1
GO:0016192,AP3D1
GO:0016192,AP3M1
GO:0016192,AP3S1
GO:0016192,AP3S2
GO:0016192,AP4B1
GO:0016192,AP4E1
GO:0016192,AP4M1
GO:0016192,AP4S1
GO:0016192,AP5B1
GO:0016192,AP5M1
GO:0016192,AP5S1
GO:0016192,AP5Z1
GO:0016197,LOC124906931
GO:0016197,LOC124908094
GO:0016197,LOC124908102
GO:0016197,WASHC1
GO:0016197,WASHC2
GO:0016197,WASHC2A
GO:0016197,WASHC2C
GO:0016197,WASHC3
GO:0016197,WASHC4
GO:0016197,WASHC5
GO:0016208,PRKAA1
GO:0016208,PRKAA2
GO:0016208,PRKAB1
GO:0016208,PRKAB2
GO:0016208,PRKAG1
GO:0016208,PRKAG2
GO:0016208,PRKAG3
GO:0016226,BOLA1
GO:0016226,BOLA2
GO:0016226,BOLA2B
GO:0016226,BOLA3
GO:0016226,CIAO1
GO:0016226,CIAO2A
GO:0016226,CIAO2B
GO:0016226,CIAO3
GO:0016226,FDX2
GO:0016226,FXN
GO:0016226,GLRX3
GO:0016226,GLRX5
GO:0016226,ISCU
GO:0016226,LOC124907841
GO:0016226,LYRM4
GO:0016226,MMS19
GO:0016226,NDUFAB1
GO:0016226,NFS1
GO:0016226,NUBP1
GO:0016226,NUBP2
GO:0016233,ACD
GO:0016233,POT1
GO:0016233,POT1A
GO:0016233,TERF1
GO:0016233,TERF2
GO:0016233,TERF2IP
GO:0016233,TINF2
GO:0016236,ATG12
GO:0016236,ATG16L1
GO:0016236,ATG16L2
GO:0016236,ATG5
GO:0016236,TECPR1
GO:0016241,ATG14
GO:0016241,BECN1
GO:0016241,PIK3C3
GO:0016241,PIK3R4
GO:0016251,GTF2E1
GO:0016251,GTF2E2
GO:0016251,GTF2F1
GO:0016251,GTF2F2
GO:0016251,TAF1
GO:0016251,TAF10
GO:0016251,TAF11
GO:0016251,TAF12
GO:0016251,TAF13
GO:0016251,TAF2
GO:0016251,TAF3
GO:0016251,TAF4
GO:0016251,TAF4B
GO:0016251,TAF5
GO:0016251,TAF6
GO:0016251,TAF7
GO:0016251,TAF8
GO:0016251,TAF9
GO:0016251,TBP
GO:0016255,GPAA1
GO:0016255,PIGK
GO:0016255,PIGS
GO:0016255,PIGT
GO:0016255,PIGU
GO:0016256,GNPTG
GO:0016272,PFDN1
GO:0016272,PFDN2
GO:0016272,PFDN4
GO:0016272,PFDN5
GO:0016272,PFDN6
GO:0016272,VBP1
GO:0016281,EIF4A1
GO:0016281,EIF4A2
GO:0016281,EIF4E
GO:0016281,EIF4G1
GO:0016281,EIF4G3
GO:0016303,ATG14
GO:0016303,BECN1
GO:0016303,PIK3C3
GO:0016303,PIK3R4
GO:0016303,UVRAG
GO:0016314,PTEN
GO:0016324,AMN
GO:0016324,CRB1
GO:0016324,CRB2
GO:0016324,CRB3
GO:0016324,CUBN
GO:0016324,PALS1
GO:0016324,PATJ
GO:0016339,NLGN1
GO:0016339,NRXN1
GO:0016363,ACTB
GO:0016363,ACTL6A
GO:0016363,ACTL6B
GO:0016363,ANXA2
GO:0016363,ARID2
GO:0016363,BRD7
GO:0016363,HLTF
GO:0016363,PBRM1
GO:0016363,PHF10
GO:0016363,S100A10
GO:0016363,SMARCA4
GO:0016363,SMARCB1
GO:0016363,SMARCC1
GO:0016363,SMARCC2
GO:0016363,SMARCD1
GO:0016363,SMARCD2
GO:0016363,SMARCE1
GO:0016422-methyltransferase activity),CBLL1
GO:0016422-methyltransferase activity),METTL14
GO:0016422-methyltransferase activity),METTL3
GO:0016422-methyltransferase activity),VIRMA
GO:0016422-methyltransferase activity),WTAP
GO:0016422-methyltransferase activity),ZC3H13
GO:0016423 methyltransferase activity),THUMPD3
GO:0016423 methyltransferase activity),TRMT112
GO:0016442,AGO1
GO:0016442,AGO2
GO:0016442,AGO3
GO:0016442,AGO4
GO:0016442,TNRC6A
GO:0016442,TNRC6B
GO:0016479,BAZ2A
GO:0016479,SMARCA5
GO:0016507,HADHA
GO:0016507,HADHB
GO:0016509,HADHA
GO:0016509,HADHB
GO:0016514,ACTB
GO:0016514,ACTL6A
GO:0016514,ACTL6B
GO:0016514,ARID1A
GO:0016514,ARID1B
GO:0016514,BCL7A
GO:0016514,BCL7B
GO:0016514,BCL7C
GO:0016514,DPF2
GO:0016514,DPF3
GO:0016514,PHF10
GO:0016514,SMARCA4
GO:0016514,SMARCB1
GO:0016514,SMARCC1
GO:0016514,SMARCC2
GO:0016514,SMARCD1
GO:0016514,SMARCD2
GO:0016514,SMARCD3
GO:0016514,SMARCE1
GO:0016515,IL13
GO:0016515,IL13RA1
GO:0016515,IL4R
GO:0016516,IL13RA1
GO:0016516,IL2RG
GO:0016516,IL4
GO:0016516,IL4R
GO:0016517,JAK2
GO:0016517,TYK2
GO:0016533,CDK5
GO:0016533,CDK5R1
GO:0016533,CDK5R2
GO:0016556,A1CF
GO:0016556,APOBEC1
GO:0016556,HNRNPAB
GO:0016558,PEX10
GO:0016558,PEX12
GO:0016558,PEX2
GO:0016560,PEX13
GO:0016560,PEX14
GO:0016562,PEX1
GO:0016562,PEX26
GO:0016562,PEX6
GO:0016581,CHD3
GO:0016581,CHD4
GO:0016581,GATAD2A
GO:0016581,GATAD2B
GO:0016581,HDAC1
GO:0016581,HDAC2
GO:0016581,MBD2
GO:0016581,MBD3
GO:0016581,MTA1
GO:0016581,MTA2
GO:0016581,MTA3
GO:0016581,RBBP4
GO:0016581,RBBP7
GO:0016586,ACTB
GO:0016586,ACTL6A
GO:0016586,ACTL6B
GO:0016586,ARID2
GO:0016586,BRD7
GO:0016586,PBRM1
GO:0016586,PHF10
GO:0016586,SMARCA4
GO:0016586,SMARCB1
GO:0016586,SMARCC1
GO:0016586,SMARCC2
GO:0016586,SMARCD1
GO:0016586,SMARCD2
GO:0016586,SMARCE1
GO:0016589,BPTF
GO:0016589,RBBP4
GO:0016589,RBBP7
GO:0016589,SMARCA1
GO:0016590,BAZ1A
GO:0016590,SMARCA5
GO:0016593,CDC73
GO:0016593,CTR9
GO:0016593,LEO1
GO:0016593,PAF1
GO:0016593,RTF1
GO:0016593,SKIC8
GO:0016594,GLRA1
GO:0016594,GLRA2
GO:0016594,GLRA3
GO:0016594,GLRB
GO:0016594,GRIN1
GO:0016594,GRIN2A
GO:0016594,GRIN2B
GO:0016594,GRIN2C
GO:0016594,GRIN2D
GO:0016595,GAD1
GO:0016595,GAD2
GO:0016595,GCLC
GO:0016595,GCLM
GO:0016595,GRIA1
GO:0016595,GRIA2
GO:0016595,GRIK1
GO:0016595,GRIK2
GO:0016595,GRIK3
GO:0016595,GRIK4
GO:0016595,GRIK5
GO:0016595,GRIN1
GO:0016595,GRIN2A
GO:0016595,GRIN2B
GO:0016595,GRIN2C
GO:0016595,GRIN2D
GO:0016602,NFYA
GO:0016602,NFYB
GO:0016602,NFYC
"GO:0016709H as one donor, and incorporation of one atom of oxygen)",COQ3
"GO:0016709H as one donor, and incorporation of one atom of oxygen)",COQ4
"GO:0016709H as one donor, and incorporation of one atom of oxygen)",COQ5
"GO:0016709H as one donor, and incorporation of one atom of oxygen)",COQ6
"GO:0016709H as one donor, and incorporation of one atom of oxygen)",COQ7
"GO:0016709H as one donor, and incorporation of one atom of oxygen)",COQ9
GO:0016712,COQ3
GO:0016712,COQ4
GO:0016712,COQ5
GO:0016712,COQ6
GO:0016712,COQ7
GO:0016712,COQ9
GO:0016755,UBE2N
GO:0016755,UBE2V2
GO:0016769,NOS2
GO:0016769,S100A8
GO:0016769,S100A9
GO:0016780,FKRP
GO:0016780,FKTN
GO:0016780,RXYLT1
GO:0016887,ACTB
GO:0016887,ACTL6A
GO:0016887,ACTL6B
GO:0016887,ADRM1
GO:0016887,AMFR
GO:0016887,ARID1A
GO:0016887,ARID1B
GO:0016887,ARID2
GO:0016887,ATP10A
GO:0016887,ATP10B
GO:0016887,ATP10D
GO:0016887,ATP11A
GO:0016887,ATP11B
GO:0016887,ATP11C
GO:0016887,ATP8A1
GO:0016887,ATP8A2
GO:0016887,ATP8B1
GO:0016887,ATP8B2
GO:0016887,ATP8B3
GO:0016887,ATP8B4
GO:0016887,BAZ1A
GO:0016887,BAZ1B
GO:0016887,BCL7A
GO:0016887,BCL7B
GO:0016887,BCL7C
GO:0016887,BICRA
GO:0016887,BICRAL
GO:0016887,BPTF
GO:0016887,BRD7
GO:0016887,BRD8
GO:0016887,BRD9
GO:0016887,CAMLG
GO:0016887,CDC45
GO:0016887,CHRAC1
GO:0016887,DERL1
GO:0016887,DERL2
GO:0016887,DERL3
GO:0016887,DMAP1
GO:0016887,DNAAF2
GO:0016887,DNAJC15
GO:0016887,DNAJC19
GO:0016887,DPF1
GO:0016887,DPF2
GO:0016887,DPF3
GO:0016887,EP400
GO:0016887,EPC1
GO:0016887,EPC2
GO:0016887,FAF1
GO:0016887,FAF2
GO:0016887,GET1
GO:0016887,GET3
GO:0016887,GRPEL1
GO:0016887,GRPEL2
GO:0016887,HSPA9
GO:0016887,ING3
GO:0016887,KAT5
GO:0016887,MBTD1
GO:0016887,MEAF6
GO:0016887,MLH1
GO:0016887,MLH3
GO:0016887,MORF4L1
GO:0016887,MORF4L2
GO:0016887,MRE11
GO:0016887,MRE11A
GO:0016887,MRGBP
GO:0016887,MYOD1
GO:0016887,NBN
GO:0016887,NCAPD2
GO:0016887,NCAPD3
GO:0016887,NCAPG
GO:0016887,NCAPG2
GO:0016887,NCAPH
GO:0016887,NCAPH2
GO:0016887,NPLOC4
GO:0016887,NSFL1C
GO:0016887,ORC1
GO:0016887,ORC2
GO:0016887,ORC3
GO:0016887,ORC4
GO:0016887,ORC5
GO:0016887,ORC6
GO:0016887,PAM16
GO:0016887,PBRM1
GO:0016887,PDS5B
GO:0016887,PEX1
GO:0016887,PEX26
GO:0016887,PEX6
GO:0016887,PHF10
GO:0016887,PIH1D1
GO:0016887,PIH1D2
GO:0016887,PLAA
GO:0016887,PMS1
GO:0016887,PMS2
GO:0016887,POLE3
GO:0016887,PSMA1
GO:0016887,PSMA2
GO:0016887,PSMA3
GO:0016887,PSMA4
GO:0016887,PSMA5
GO:0016887,PSMA6
GO:0016887,PSMA7
GO:0016887,PSMB1
GO:0016887,PSMB2
GO:0016887,PSMB3
GO:0016887,PSMB4
GO:0016887,PSMB5
GO:0016887,PSMB6
GO:0016887,PSMB7
GO:0016887,PSMC1
GO:0016887,PSMC2
GO:0016887,PSMC3
GO:0016887,PSMC4
GO:0016887,PSMC5
GO:0016887,PSMC6
GO:0016887,PSMD1
GO:0016887,PSMD11
GO:0016887,PSMD12
GO:0016887,PSMD13
GO:0016887,PSMD14
GO:0016887,PSMD2
GO:0016887,PSMD3
GO:0016887,PSMD4
GO:0016887,PSMD6
GO:0016887,PSMD7
GO:0016887,PSMD8
GO:0016887,RAD50
GO:0016887,RAD51B
GO:0016887,RAD51C
GO:0016887,RAD51D
GO:0016887,RBBP4
GO:0016887,RBBP7
GO:0016887,RBBP8
GO:0016887,ROMO1
GO:0016887,RPAP3
GO:0016887,RUVBL1
GO:0016887,RUVBL2
GO:0016887,SEM1
GO:0016887,SMARCA1
GO:0016887,SMARCA2
GO:0016887,SMARCA4
GO:0016887,SMARCA5
GO:0016887,SMARCB1
GO:0016887,SMARCC1
GO:0016887,SMARCC2
GO:0016887,SMARCD1
GO:0016887,SMARCD2
GO:0016887,SMARCD3
GO:0016887,SMARCE1
GO:0016887,SMC2
GO:0016887,SMC4
GO:0016887,SPAG1
GO:0016887,SPIDR
GO:0016887,SS18
GO:0016887,SWSAP1
GO:0016887,TIMM17A
GO:0016887,TIMM17B
GO:0016887,TIMM21
GO:0016887,TIMM23
GO:0016887,TIMM44
GO:0016887,TIMM50
GO:0016887,TMEM30A
GO:0016887,TMEM30B
GO:0016887,TRRAP
GO:0016887,UBXN1
GO:0016887,UBXN2A
GO:0016887,UBXN2B
GO:0016887,UBXN6
GO:0016887,UBXN7
GO:0016887,UFD1
GO:0016887,VCP
GO:0016887,VCPIP1
GO:0016887,VPS4A
GO:0016887,VPS4B
GO:0016887,VPS72
GO:0016887,XRCC2
GO:0016887,YEATS4
GO:0016887,ZSWIM7
GO:0016891,DIS3
GO:0016891,EXOSC1
GO:0016891,EXOSC10
GO:0016891,EXOSC2
GO:0016891,EXOSC3
GO:0016891,EXOSC4
GO:0016891,EXOSC5
GO:0016891,EXOSC6
GO:0016891,EXOSC7
GO:0016891,EXOSC8
GO:0016891,EXOSC9
GO:0016892,CPSF1
GO:0016892,CPSF2
GO:0016892,CPSF3
GO:0016892,CPSF4
GO:0016892,FIP1L1
GO:0016892,SYMPK
GO:0016892,WDR33
GO:0016913,CGA
GO:0016913,FSHB
GO:0016914,CGA
GO:0016914,FSHB
GO:0016925,EID3
GO:0016925,NSMCE1
GO:0016925,NSMCE2
GO:0016925,NSMCE3
GO:0016925,NSMCE4A
GO:0016925,RANBP2
GO:0016925,RANGAP1
GO:0016925,SLF1
GO:0016925,SLF2
GO:0016925,SMC5
GO:0016925,SMC6
GO:0016925,UBE2I
GO:0016934,GLRA1
GO:0016934,GLRA2
GO:0016934,GLRA3
GO:0016934,GLRB
GO:0016935,GLRA1
GO:0016935,GLRA2
GO:0016935,GLRA3
GO:0016935,GLRB
GO:0016941,NPR1
GO:0017005,APLF
GO:0017005,APTX
GO:0017005,LIG3
GO:0017005,PNKP
GO:0017005,POLB
GO:0017005,TDP1
GO:0017005,XRCC1
GO:0017053,GMNN
GO:0017053,HDAC1
GO:0017053,HDAC2
GO:0017053,HOXC9
GO:0017053,HOXD10
GO:0017053,IL37
GO:0017053,JUND
GO:0017053,KDM1A
GO:0017053,MDM2
GO:0017053,MDM4
GO:0017053,MEN1
GO:0017053,RCOR1
GO:0017053,RCOR2
GO:0017053,RCOR3
GO:0017053,SMAD3
GO:0017053,TP53
GO:0017054,DR1
GO:0017054,DRAP1
GO:0017055,DR1
GO:0017055,DRAP1
GO:0017059,SPTLC1
GO:0017059,SPTLC2
GO:0017059,SPTLC3
GO:0017059,SPTSSA
GO:0017059,SPTSSB
GO:0017069,CCNT1
GO:0017069,CDK9
GO:0017069,INTS1
GO:0017069,INTS10
GO:0017069,INTS11
GO:0017069,INTS12
GO:0017069,INTS13
GO:0017069,INTS14
GO:0017069,INTS2
GO:0017069,INTS3
GO:0017069,INTS4
GO:0017069,INTS5
GO:0017069,INTS6
GO:0017069,INTS7
GO:0017069,INTS8
GO:0017069,INTS9
GO:0017069,NCBP1
GO:0017069,NCBP2
GO:0017069,NCBP3
GO:0017069,SNRPB
GO:0017069,SNRPD1
GO:0017069,SNRPD2
GO:0017069,SNRPD3
GO:0017069,SNRPE
GO:0017069,SNRPF
GO:0017069,SNRPG
GO:0017087,PMPCA
GO:0017087,PMPCB
GO:0017101,AIMP1
GO:0017101,AIMP2
GO:0017101,DARS1
GO:0017101,EEF1E1
GO:0017101,EPRS1
GO:0017101,IARS1
GO:0017101,KARS1
GO:0017101,LARS1
GO:0017101,MARS1
GO:0017101,QARS1
GO:0017101,RARS1
GO:0017108,LOC130134321
GO:0017108,SLX1A
GO:0017108,SLX1B
GO:0017108,SLX4
GO:0017109,GCLC
GO:0017109,GCLM
GO:0017119,COG1
GO:0017119,COG2
GO:0017119,COG3
GO:0017119,COG4
GO:0017119,COG5
GO:0017119,COG6
GO:0017119,COG7
GO:0017119,COG8
GO:0017146,GRIN1
GO:0017146,GRIN2A
GO:0017146,GRIN2B
GO:0017146,GRIN2C
GO:0017146,GRIN2D
GO:0017148,CYFIP1
GO:0017148,EIF4E
GO:0017148,FMR1
GO:0017176,DPM2
GO:0017176,PIGA
GO:0017176,PIGC
GO:0017176,PIGH
GO:0017176,PIGP
GO:0017176,PIGQ
GO:0017176,PIGY
GO:0017177,GANAB
GO:0017177,PRKCSH
GO:0017183,DPH1
GO:0017183,DPH2
GO:0018119,NOS2
GO:0018119,S100A8
GO:0018119,S100A9
GO:0018343,FNTA
GO:0018343,FNTB
GO:0018352,GAD1
GO:0018352,GAD2
GO:0018444,ETF1
GO:0018444,GSPT1
GO:0018444,GSPT2
GO:0018812,HADHA
GO:0018812,HADHB
GO:0019002,GMPR2
GO:0019005,BTRC
GO:0019005,CCNF
GO:0019005,CUL1
GO:0019005,CUL7
GO:0019005,FBH1
GO:0019005,FBXL12
GO:0019005,FBXL13
GO:0019005,FBXL14
GO:0019005,FBXL15
GO:0019005,FBXL16
GO:0019005,FBXL17
GO:0019005,FBXL19
GO:0019005,FBXL2
GO:0019005,FBXL20
GO:0019005,FBXL22
GO:0019005,FBXL3
GO:0019005,FBXL4
GO:0019005,FBXL5
GO:0019005,FBXL6
GO:0019005,FBXL7
GO:0019005,FBXL8
GO:0019005,FBXO10
GO:0019005,FBXO11
GO:0019005,FBXO15
GO:0019005,FBXO16
GO:0019005,FBXO17
GO:0019005,FBXO2
GO:0019005,FBXO21
GO:0019005,FBXO22
GO:0019005,FBXO24
GO:0019005,FBXO25
GO:0019005,FBXO27
GO:0019005,FBXO28
GO:0019005,FBXO3
GO:0019005,FBXO30
GO:0019005,FBXO31
GO:0019005,FBXO32
GO:0019005,FBXO33
GO:0019005,FBXO34
GO:0019005,FBXO36
GO:0019005,FBXO38
GO:0019005,FBXO39
GO:0019005,FBXO4
GO:0019005,FBXO40
GO:0019005,FBXO41
GO:0019005,FBXO42
GO:0019005,FBXO43
GO:0019005,FBXO44
GO:0019005,FBXO46
GO:0019005,FBXO47
GO:0019005,FBXO5
GO:0019005,FBXO6
GO:0019005,FBXO7
GO:0019005,FBXO8
GO:0019005,FBXO9
GO:0019005,FBXW10
GO:0019005,FBXW11
GO:0019005,FBXW12
GO:0019005,FBXW2
GO:0019005,FBXW4
GO:0019005,FBXW5
GO:0019005,FBXW7
GO:0019005,FBXW8
GO:0019005,FBXW9
GO:0019005,KDM2A
GO:0019005,KDM2B
GO:0019005,RBX1
GO:0019005,SKP1
GO:0019005,SKP2
GO:0019005,TSPAN17
GO:0019185,SNAPC1
GO:0019185,SNAPC2
GO:0019185,SNAPC3
GO:0019185,SNAPC4
GO:0019185,SNAPC5
GO:0019221,IL10
GO:0019221,IL10RA
GO:0019221,IL10RB
GO:0019221,IL20
GO:0019221,IL20RA
GO:0019221,IL20RB
GO:0019221,IL22RA1
GO:0019222,BACH1
GO:0019237,AURKB
GO:0019237,BIRC5
GO:0019237,CDCA8
GO:0019237,INCENP
GO:0019348,DPM1
GO:0019348,DPM2
GO:0019348,DPM3
GO:0019430,SOD1
GO:0019433,GPIHBP1
GO:0019433,LPL
GO:0019776,ATG12
GO:0019776,ATG5
GO:0019781,NAE1
GO:0019781,UBA3
GO:0019784,COPS2
GO:0019784,COPS3
GO:0019784,COPS4
GO:0019784,COPS5
GO:0019784,COPS6
GO:0019784,COPS7B
GO:0019784,COPS8
GO:0019784,GPS1
GO:0019789,EID3
GO:0019789,NSMCE1
GO:0019789,NSMCE2
GO:0019789,NSMCE3
GO:0019789,NSMCE4A
GO:0019789,SLF1
